name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair Vengeance RGB RT 256 GB,1511.31,43600,832,5.904,Black,10.0,18.0
TEAMGROUP T-Create Expert 64 GB,194.99,56400,232,3.047,Black,10.625,34.0
Corsair Vengeance RGB 64 GB,242.99,56600,232,3.797,Black / Gray,9.697,32.0
Corsair Vengeance LPX 16 GB,44.99,43200,28,2.812,White,10.0,16.0
Corsair Vengeance RGB RS 32 GB,89.99,43200,216,2.812,Black / Gray,10.0,16.0
Kingston KVR13N9S6/2 2 GB,19.97,31333,12,9.985,Black / Green,13.503,9.0
Patriot Viper 3 16 GB,29.98,31866,28,1.874,Black / Silver,10.718,10.0
G.Skill Trident Z5 RGB 96 GB,339.99,56400,248,3.542,White / Black,10.0,32.0
G.Skill Trident Z RGB 32 GB,84.99,44000,216,2.656,Black,9.0,18.0
Corsair Vengeance RGB 96 GB,367.99,56800,248,3.833,Black / Silver,11.765,40.0
Corsair Vengeance LPX 32 GB,69.98,42133,216,2.187,Black / Yellow,12.189,13.0
Patriot Signature Line 8 GB,28.98,54800,18,3.623,Black,16.667,40.0
Lexar THOR 16 GB,48.66,43200,28,3.041,Black,10.0,16.0
ADATA XPG Lancer Blade RGB 32 GB,119.99,56000,216,3.75,White,10.0,30.0
Kingston HyperX Fury 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
Corsair Vengeance 64 GB,242.99,56600,232,3.797,Black / Gray,9.697,32.0
Corsair Vengeance 32 GB,94.99,55200,132,2.968,Black,15.385,40.0
Corsair Dominator Titanium 32 GB,175.99,56600,216,5.5,White,9.697,32.0
Kingston KVR16N11/8 8 GB,16.88,31600,18,2.11,Green,13.75,11.0
Corsair Dominator Platinum RGB 32 GB,164.99,56000,216,5.156,Black,10.0,30.0
Corsair Vengeance RGB Pro 32 GB,124.99,43200,48,3.906,White,10.0,16.0
TEAMGROUP T-Create Expert 64 GB,184.99,56000,232,2.89,White,11.333,34.0
Corsair Vengeance RGB RT 32 GB,104.99,43600,216,3.281,Black,8.889,16.0
Kingston FURY Beast RGB 16 GB,87.99,55600,28,5.499,Black,14.286,40.0
Patriot Signature 8 GB,15.98,31600,18,1.998,Black / Green,13.75,11.0
Timetec PINNACLE Konduit 32 GB,62.99,43600,216,1.968,White,10.0,18.0
G.Skill Ripjaws S5 96 GB,389.99,56800,248,4.062,Black,10.0,34.0
Corsair Dominator Platinum RGB 64 GB,289.99,55600,416,4.531,Black,12.857,36.0
TEAMGROUP T-Create Expert 16 GB,34.99,43600,28,2.187,Gray,10.0,18.0
Corsair Vengeance 32 GB,113.99,55600,216,3.562,White,12.857,36.0
Corsair Vengeance RGB 48 GB,229.99,57600,224,4.791,Black,9.474,36.0
Corsair Vengeance RGB Pro SL 32 GB,99.99,43600,216,3.125,Black,10.0,18.0
Kingston FURY Beast 32 GB,115.03,55200,216,3.595,Black / Silver,15.385,40.0
G.Skill Ripjaws V 8 GB,69.98,42400,18,8.748,Red,12.5,15.0
OLOy OWL RGB 16 GB,42.99,43200,28,2.687,Black,10.0,16.0
Kingston FURY Beast RGB 32 GB,129.99,43200,216,4.062,Black,10.0,16.0
TEAMGROUP T-Create Expert 16 GB,32.99,43200,28,2.062,Gray,10.0,16.0
Kingston FURY Beast RGB 16 GB,89.08,55600,28,5.567,Black,12.857,36.0
Corsair Vengeance RGB Pro 64 GB,139.99,43600,232,2.187,Black,10.0,18.0
Corsair Vengeance 64 GB,167.99,54800,232,2.625,Black,16.667,40.0
G.Skill Ripjaws V 16 GB,37.99,43200,116,2.374,Black,10.0,16.0
Kingston FURY 128 GB,489.0,55200,432,3.82,White,15.385,40.0
Corsair Vengeance RGB 32 GB,124.99,56000,216,3.906,Black / Gray,12.0,36.0
Corsair Vengeance LPX 32 GB,73.98,42666,216,2.312,Black / Yellow,12.003,16.0
Patriot Viper Elite II 16 GB,0.0,44000,28,0.0,Red / Black,10.0,20.0
Crucial Classic 8 GB,26.99,55600,18,3.374,Black,16.429,46.0
Silicon Power GAMING 16 GB,34.97,43600,28,2.186,Gray / Silver,10.0,18.0
TEAMGROUP T-Force Vulcan Z 32 GB,53.3,43200,216,1.666,Red,10.0,16.0
TEAMGROUP T-Force Vulcan 32 GB,94.99,55600,216,2.968,Black,12.857,36.0
G.Skill Trident Z5 RGB 32 GB,132.99,57200,216,4.156,Silver / Black,9.444,34.0
Corsair Vengeance RGB 32 GB,149.99,56400,216,4.687,White / Silver,10.0,32.0
G.Skill Trident Z5 RGB 64 GB,214.99,56000,232,3.359,White / Black,10.0,30.0
G.Skill Trident Z5 RGB 48 GB,279.99,58200,224,5.833,Black,9.756,40.0
Corsair Dominator Titanium 32 GB,199.99,57200,216,6.25,Black,9.444,34.0
G.Skill Ripjaws S5 64 GB,239.99,56800,232,3.75,Black,10.0,34.0
Corsair Vengeance RGB Pro 32 GB,82.99,43600,216,2.593,Black,10.0,18.0
G.Skill TridentZ RGB 32 GB,418.0,44800,216,13.062,Black,8.333,20.0
Kingston FURY Beast RGB 32 GB,132.15,55600,216,4.13,Black,12.857,36.0
Corsair Vengeance 64 GB,239.99,55600,416,3.75,Black,12.857,36.0
Kingston FURY Beast 16 GB,71.0,54800,28,4.438,Black,15.833,38.0
Corsair Vengeance RGB 64 GB,184.99,55200,232,2.89,Black / Gray,15.385,40.0
Corsair Vengeance 32 GB,114.99,56000,216,3.593,White / Gray,12.0,36.0
Corsair Vengeance LPX 32 GB,84.99,43600,216,2.656,Black / Yellow,10.0,18.0
G.Skill Ripjaws V 64 GB,201.22,44400,232,3.144,Black,8.636,19.0
Corsair Dominator Platinum RGB 32 GB,119.99,43200,216,3.75,Black,10.0,16.0
TEAMGROUP T-Create Expert 96 GB,355.99,56800,248,3.708,Black,10.588,36.0
Crucial CT2K8G4DFRA32A 16 GB,39.99,43200,28,2.499,Green,13.75,22.0
ADATA XPG GAMMIX D10 16 GB,0.0,43200,116,0.0,Black,10.0,16.0
OLOy MD4U083216BJDA 16 GB,37.99,43200,28,2.374,Black,10.0,16.0
Corsair Dominator Titanium 32 GB,175.99,56600,216,5.5,Black,9.697,32.0
TEAMGROUP Elite 16 GB,45.99,56000,116,2.874,Black,16.0,48.0
G.Skill Trident Z RGB 32 GB,99.99,44400,216,3.125,Black,8.636,19.0
Corsair Vengeance LPX 32 GB,104.99,44000,216,3.281,Black / Yellow,9.0,18.0
Corsair Vengeance RGB 32 GB,109.99,55600,216,3.437,Black / Gray,14.286,40.0
Kingston FURY Renegade 16 GB,0.0,45333,28,0.0,Black,7.5,20.0
Corsair Vengeance LPX 64 GB,147.99,43200,416,2.312,Black / Yellow,10.0,16.0
TEAMGROUP Elite Plus 64 GB,147.99,54800,232,2.312,Silver,16.667,40.0
Kingston HyperX Fury 16 GB,0.0,42666,28,0.0,Black,12.003,16.0
Kingston HyperX Fury 16 GB,0.0,31866,28,0.0,Black / Silver,10.718,10.0
Corsair Vengeance RGB 32 GB,135.99,56200,216,4.25,White,11.613,36.0
TEAMGROUP T-Force Vulcan 16 GB,67.99,55200,28,4.249,Black,15.385,40.0
G.Skill Ripjaws X 8 GB,30.47,31600,24,3.809,Black / Red,11.25,9.0
TEAMGROUP Elite 32 GB,80.98,55600,216,2.531,Black,16.429,46.0
Corsair Vengeance RGB 32 GB,134.99,56000,216,4.218,White,13.333,40.0
Silicon Power XPOWER Zenith Gaming 32 GB,54.97,43200,216,1.718,Black,10.0,16.0
Corsair Vengeance LPX 16 GB,44.99,43000,28,2.812,Black,10.667,16.0
Corsair Vengeance 64 GB,199.99,56000,232,3.125,Gray,13.333,40.0
PNY XLR8 16 GB,39.99,43200,28,2.499,Black / Red,10.0,16.0
Crucial CT4K32G4LFQ4213 128 GB,0.0,42133,432,0.0,Black / Green,14.065,15.0
Corsair Dominator Titanium 32 GB,199.99,57000,216,6.25,White,9.714,34.0
Gigabyte AORUS RGB 32 GB,0.0,56000,216,0.0,Black,13.333,40.0
TEAMGROUP T-Force Vulcan 16 GB,67.99,55200,28,4.249,Black,15.385,40.0
G.Skill Trident Z5 RGB 32 GB,124.99,56800,216,3.906,Black / Silver,10.0,34.0
Corsair Dominator Titanium 64 GB,289.99,56000,232,4.531,Black,10.0,30.0
Corsair Vengeance LPX 16 GB,44.99,43000,28,2.812,White,10.667,16.0
Kingston FURY Beast 16 GB,76.16,55200,28,4.76,Black / Silver,13.846,36.0
G.Skill Ripjaws S5 64 GB,236.62,56000,232,3.697,White,10.0,30.0
Crucial CT4G4DFS8266 4 GB,12.5,42666,14,3.125,Green / Black,14.254,19.0
Corsair Vengeance RGB Pro SL 64 GB,179.99,43600,416,2.812,White,10.0,18.0
Kingston FURY Renegade 32 GB,192.07,43600,216,6.002,Black,8.889,16.0
TEAMGROUP T-Create Classic 64 GB,174.99,56000,232,2.734,Black,16.0,48.0
Timetec PINNACLE Konduit 16 GB,45.55,43200,28,2.847,White,10.0,16.0
OLOy Blade RGB 64 GB,192.99,56400,232,3.015,Black,10.0,32.0
Patriot Signature Line 8 GB,17.98,43200,18,2.248,Unknown,13.75,22.0
Corsair Vengeance 32 GB,119.99,56400,216,3.75,Black,11.25,36.0
TEAMGROUP T-Force Delta RGB 48 GB,253.73,58200,224,5.286,Black,9.268,38.0
Kingston FURY Beast 32 GB,105.99,54800,216,3.312,Black / Silver,15.833,38.0
Corsair Dominator Platinum RGB 32 GB,214.99,57600,216,6.718,Black,9.474,36.0
G.Skill Trident Z Neo 64 GB,204.99,43600,416,3.203,Black / Silver,8.889,16.0
Kingston FURY Beast RGB 16 GB,55.0,43600,28,3.438,Black,9.444,17.0
Silicon Power XPOWER Zenith Gaming 64 GB,184.99,56000,232,2.89,White,10.0,30.0
Corsair Dominator Titanium 32 GB,169.99,56400,216,5.312,White,10.0,32.0
Patriot Viper Steel 8 GB,26.99,43200,24,3.374,Silver / Black,10.0,16.0
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,43600,28,2.374,Red,10.0,18.0
Lexar Ares RGB 32 GB,0.0,56000,216,0.0,Black,11.333,34.0
G.Skill Trident Z5 RGB 64 GB,207.99,56000,232,3.25,Black,12.0,36.0
Crucial Pro 48 GB,146.99,56000,224,3.062,Black,16.0,48.0
Corsair Vengeance RGB Pro SL 16 GB,59.99,43200,28,3.749,White / Black,10.0,16.0
Corsair Vengeance LPX 32 GB,0.0,43200,216,0.0,Black / Yellow,10.0,16.0
KingBank SharpBlade 32 GB,98.99,56800,216,3.093,Black,10.0,34.0
G.Skill Aegis 32 GB,61.99,43000,216,1.937,Red / Black,10.667,16.0
Corsair Vengeance LPX 32 GB,89.99,43200,48,2.812,Black / Yellow,10.0,16.0
ADATA XPG SPECTRIX D60G 16 GB,0.0,43200,28,0.0,Unknown,10.0,16.0
G.Skill Trident Z5 RGB 48 GB,249.99,58000,224,5.208,White / Black,10.0,40.0
Crucial Ballistix 16 GB,0.0,43600,28,0.0,Black,8.889,16.0
Crucial Classic 16 GB,55.99,55200,28,3.499,Black,16.154,42.0
Patriot Viper Venom 16 GB,69.98,55600,28,4.374,Black / White,14.286,40.0
G.Skill Trident Z5 Neo 32 GB,114.99,55600,216,3.593,Black,10.0,28.0
TEAMGROUP T-Create Expert 48 GB,199.99,57200,224,4.166,Black,9.444,34.0
Kingston Server Premier 32 GB,83.99,43200,132,2.625,Unknown,13.75,22.0
Corsair Vengeance RGB 96 GB,359.99,56600,248,3.75,Black / Silver,9.697,32.0
TEAMGROUP T-Create Expert 96 GB,355.99,56800,248,3.708,White,10.588,36.0
TEAMGROUP T-Force Delta RGB 32 GB,69.98,43200,216,2.187,White,10.0,16.0
Corsair Vengeance 96 GB,389.99,56600,248,4.062,Black / Silver,9.697,32.0
G.Skill Ripjaws V 64 GB,138.99,43200,416,2.172,Black,10.0,16.0
G.Skill Trident Z5 RGB 32 GB,109.99,56400,216,3.437,Black,10.0,32.0
Kingston FURY Renegade 16 GB,104.77,45133,28,6.548,Black,7.793,20.0
Corsair Dominator Titanium First Edition 64 GB,359.99,56600,232,5.625,White,9.697,32.0
G.Skill Ripjaws S5 48 GB,169.99,56400,224,3.541,Black,10.0,32.0
G.Skill Ripjaws 4 8 GB,0.0,42400,18,0.0,Black / Green,12.5,15.0
Corsair Vengeance LPX 16 GB,44.99,42666,28,2.812,Black / Yellow,12.003,16.0
Corsair Vengeance LPX 16 GB,54.98,42133,28,3.436,Black / Yellow,12.189,13.0
G.Skill Trident Z Royal 16 GB,77.98,43200,28,4.874,Silver,10.0,16.0
KingBank SharpBlade RGB 64 GB,182.99,56400,232,2.859,White,10.0,32.0
Kingston FURY Beast RGB 16 GB,79.98,55200,28,4.999,Black,15.385,40.0
TEAMGROUP Elite 16 GB,16.98,31600,28,1.061,Black,13.75,11.0
G.Skill Ripjaws S5 32 GB,119.99,56800,216,3.75,Black,10.0,34.0
Corsair Vengeance 32 GB,136.99,56600,216,4.281,Black,9.697,32.0
G.Skill Trident Z5 RGB 32 GB,109.99,56400,216,3.437,Silver / Black,10.0,32.0
TEAMGROUP T-Force Delta RGB 32 GB,99.99,56200,216,3.125,White,12.258,38.0
G.Skill Trident Z Royal 128 GB,829.0,44000,432,6.477,Silver,9.0,18.0
OLOy MD4U083016BGDA 16 GB,34.99,43000,28,2.187,Black,10.667,16.0
TEAMGROUP T-Force Vulcan 32 GB,102.99,56000,216,3.218,Red,10.0,30.0
Kingston Server Premier 64 GB,159.99,43200,164,2.5,Unknown,13.75,22.0
Corsair Dominator Platinum RGB 64 GB,264.99,56000,232,4.14,Black,10.0,30.0
Corsair Vengeance 32 GB,113.99,56000,216,3.562,Black,13.333,40.0
G.Skill Flare X5 32 GB,104.99,55600,216,3.281,Black,10.714,30.0
TEAMGROUP Elite 16 GB,42.99,55600,116,2.687,Black,16.429,46.0
Kingston HyperX Fury 8 GB,0.0,43200,18,0.0,Black / Silver,11.25,18.0
Mushkin Redline Lumina White 64 GB,219.99,56400,232,3.437,White,9.375,30.0
TEAMGROUP T-Force Delta RGB 32 GB,104.99,55200,216,3.281,White,15.385,40.0
Corsair Vengeance RGB 96 GB,299.99,56000,424,3.125,Black,13.333,40.0
G.Skill Trident Z RGB 32 GB,79.98,43200,216,2.499,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 32 GB,114.99,56600,216,3.593,White,10.303,34.0
G.Skill Trident Z5 Neo 32 GB,115.99,56000,216,3.625,Black,10.667,32.0
G.Skill Ripjaws S5 64 GB,189.99,55600,232,2.969,White,10.0,28.0
Kingston FURY Beast 32 GB,113.88,55600,132,3.559,Black,14.286,40.0
Corsair Dominator Titanium 96 GB,419.99,56400,248,4.375,White,10.0,32.0
TEAMGROUP T-Force Vulcan 64 GB,179.99,56000,232,2.812,Black,12.667,38.0
G.Skill Ripjaws V 16 GB,41.99,42400,28,2.624,Black / Red,12.5,15.0
Corsair Dominator Titanium 96 GB,415.0,56400,248,4.323,Black,10.0,32.0
TEAMGROUP T-Force Delta RGB 32 GB,99.99,55600,216,3.125,White,12.857,36.0
Crucial Ballistix 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
Corsair Dominator Titanium 64 GB,339.99,56000,416,5.312,White,12.0,36.0
TEAMGROUP T-Force Vulcan 32 GB,94.88,56400,216,2.965,Black,12.5,40.0
Silicon Power XPOWER Zenith Gaming 64 GB,181.99,56000,232,2.844,Black,10.0,30.0
Corsair Vengeance RGB 64 GB,249.99,55600,416,3.906,Black,12.857,36.0
G.Skill Trident Z5 RGB 32 GB,117.99,56000,216,3.687,White / Black,12.0,36.0
Klevv BOLT X 32 GB,59.99,43200,216,1.875,Black,10.0,16.0
Kingston Fury Renegade RGB 32 GB,145.99,56400,216,4.562,Silver / Black,10.0,32.0
Netac Shadow II 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
Corsair Vengeance 64 GB,187.99,55600,232,2.937,Black / Gray,14.286,40.0
OLOy WarHawk RGB 16 GB,40.46,43200,28,2.529,Black / Gold,10.0,16.0
Corsair Vengeance RGB 64 GB,309.99,56600,416,4.844,Black / Gray,9.697,32.0
G.Skill Trident Z5 RGB 64 GB,217.99,56400,232,3.406,Silver / Black,10.0,32.0
Kingston Fury Renegade RGB 48 GB,231.26,56400,148,4.818,Silver / Black,10.0,32.0
Corsair Dominator Platinum RGB 32 GB,159.99,55600,216,5.0,Black,12.857,36.0
Corsair Dominator Platinum RGB 32 GB,144.99,55200,216,4.531,Black / Silver,15.385,40.0
Mushkin Enhanced Redline Stiletto 16 GB,42.99,43600,28,2.687,Black,10.0,18.0
PNY Performance 8 GB,18.98,43200,18,2.373,Black,13.75,22.0
Crucial CT8G4DFS824A 8 GB,19.98,42400,18,2.498,Green,14.167,17.0
ADATA XPG GAMMIX D30 16 GB,0.0,43200,28,0.0,Silver / Black,10.0,16.0
G.Skill Trident Z5 Neo RGB 32 GB,124.99,56400,216,3.906,Unknown,10.0,32.0
Silicon Power XPOWER Zenith Gaming 16 GB,36.99,43200,28,2.312,Black / Silver,10.0,16.0
Corsair Vengeance RGB Pro SL 16 GB,59.99,43600,28,3.749,Black,10.0,18.0
Corsair Vengeance LPX 8 GB,24.99,43000,18,3.124,Black,10.667,16.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,79.98,43600,216,2.499,White,10.0,18.0
TEAMGROUP Xtreem 48 GB,279.99,58200,224,5.833,Black,9.268,38.0
Corsair Vengeance RGB 64 GB,0.0,43000,416,0.0,Black,10.667,16.0
Corsair Vengeance RGB 32 GB,129.99,56600,216,4.062,Black,11.515,38.0
Klevv CRAS XR5 RGB 32 GB,119.99,57200,216,3.75,White / Black,10.0,36.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,112.99,56000,216,3.531,Black,10.0,30.0
G.Skill Ripjaws V 64 GB,169.99,44000,232,2.656,Black,9.0,18.0
OLOy Blade RGB 32 GB,69.99,43600,216,2.187,Black,10.0,18.0
Corsair Vengeance 32 GB,124.99,55600,216,3.906,Gray,12.857,36.0
Kingston ValueRAM 8 GB,23.24,42666,18,2.905,Green / Black,14.254,19.0
G.Skill Trident Z5 Neo RGB 48 GB,172.99,56400,224,3.604,White / Black,10.0,32.0
Kingston FURY Beast 16 GB,75.63,55600,28,4.727,Black,14.286,40.0
TEAMGROUP T-Force Delta RGB 64 GB,134.99,43600,232,2.109,White,10.0,18.0
G.Skill Trident Z RGB 32 GB,99.99,43600,216,3.125,Black,8.889,16.0
Corsair Dominator Titanium 64 GB,309.99,56400,232,4.844,White,10.0,32.0
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,56000,216,2.718,Black,10.0,30.0
G.Skill Aegis 8 GB,22.54,43000,18,2.817,Black / Red,10.667,16.0
Patriot Viper Steel 8 GB,18.98,43200,18,2.373,Silver / Black,10.0,16.0
ADATA XPG SPECTRIX D50 16 GB,54.99,43200,28,3.437,Black,10.0,16.0
G.Skill Trident Z5 RGB 32 GB,189.99,57800,216,5.937,Silver / Black,9.231,36.0
Corsair Vengeance LPX 16 GB,45.99,42400,116,2.874,Black,11.667,14.0
Kingston FURY Beast 8 GB,43.08,56000,18,5.385,Black,13.333,40.0
Corsair Vengeance 32 GB,134.99,56400,216,4.218,White / Gray,10.0,32.0
Crucial Ballistix Sport 1 GB,9.0,31600,11,9.0,Black / Silver,12.5,10.0
Corsair Vengeance LPX 16 GB,45.99,43200,28,2.874,Black,10.0,16.0
Corsair Vengeance 96 GB,302.93,56000,424,3.156,Black,10.0,30.0
Lexar THOR 16 GB,0.0,43600,28,0.0,White,10.0,18.0
G.Skill Ripjaws V 128 GB,249.99,42666,432,1.953,Black,13.503,18.0
Corsair Vengeance LPX 8 GB,34.99,42666,24,4.374,Black / Yellow,12.003,16.0
Corsair Dominator Titanium 48 GB,249.99,57200,224,5.208,Black,10.0,36.0
TEAMGROUP T-Force Vulcan Z 32 GB,57.99,43600,216,1.812,Red,10.0,18.0
Mushkin Enhanced Redline 64 GB,179.99,55600,232,2.812,Black,10.0,28.0
Corsair Vengeance 32 GB,127.99,56600,216,4.0,Black / Silver,11.515,38.0
Corsair Vengeance RGB Pro 32 GB,113.98,43200,216,3.562,Black,10.0,16.0
Corsair Vengeance 32 GB,109.99,55200,216,3.437,Gray,15.385,40.0
TEAMGROUP T-Create Expert 32 GB,119.99,57200,216,3.75,White,9.444,34.0
TEAMGROUP T-Create Classic 32 GB,59.99,43200,216,1.875,Silver,13.75,22.0
Corsair Vengeance 96 GB,378.93,56800,248,3.947,Black,11.765,40.0
G.Skill Ripjaws S5 32 GB,106.99,56000,216,3.343,White,10.0,30.0
Corsair Vengeance LPX 128 GB,267.99,43600,432,2.094,Black / Yellow,10.0,18.0
ADATA XPG LANCER RGB 16 GB,67.25,55200,116,4.203,Black,14.615,38.0
Corsair Vengeance LPX 32 GB,68.99,43600,216,2.156,Black,10.0,18.0
Corsair Vengeance 32 GB,107.99,55600,216,3.375,Black / Gray,14.286,40.0
Corsair Vengeance RGB 64 GB,229.99,56000,232,3.594,Black,10.0,30.0
G.Skill Trident Z RGB 64 GB,179.99,44000,232,2.812,Black,9.0,18.0
Patriot Viper Elite 5 RGB 16 GB,53.99,55600,116,3.374,White,13.571,38.0
Kingston FURY Beast RGB 16 GB,85.49,55200,28,5.343,Black,13.846,36.0
TEAMGROUP Elite Plus 16 GB,45.99,55600,116,2.874,Black,14.286,40.0
Kingston ValueRAM 4 GB,35.49,2800,22,8.873,Green,15.0,6.0
Kingston FURY Beast 64 GB,154.99,43200,232,2.422,Black / Silver,10.0,16.0
G.Skill Ripjaws V 16 GB,47.99,44000,28,2.999,Black,9.0,18.0
TEAMGROUP T-Create Expert 32 GB,94.99,56400,216,2.968,Black,12.5,40.0
Mushkin Redline Lumina 64 GB,214.99,56400,232,3.359,Black,9.375,30.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,0.0,56000,216,0.0,White,10.0,30.0
G.Skill Trident Z Neo 32 GB,89.99,44000,216,2.812,Black / Silver,9.0,18.0
G.Skill Trident Z Royal 32 GB,104.99,44000,216,3.281,Silver,9.0,18.0
G.Skill Trident Z5 Neo RGB 32 GB,116.99,55600,216,3.656,Black,10.0,28.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,47.99,43200,28,2.999,Black,10.0,16.0
Patriot Viper Elite II 16 GB,32.99,42666,116,2.062,Red / Black,12.003,16.0
Patriot Signature 8 GB,27.02,31333,18,3.377,Green,13.503,9.0
Kingston FURY Beast 32 GB,71.98,43200,132,2.249,Black,10.0,16.0
Kingston Fury Renegade RGB 32 GB,137.99,56000,216,4.312,Silver / Black,10.667,32.0
Timetec 75TT133U2R8-8G 8 GB,12.99,31333,18,1.624,Green / Black,13.503,9.0
Corsair Vengeance 32 GB,119.99,56000,216,3.75,Black,12.0,36.0
TEAMGROUP T-Create Expert 64 GB,119.99,43200,232,1.875,Gray,10.0,16.0
Corsair Dominator Titanium 64 GB,309.99,56400,232,4.844,Black,10.0,32.0
Kingston HyperX Fury RGB 16 GB,0.0,43200,28,0.0,Black,10.0,16.0
Patriot Viper Steel 32 GB,69.98,43600,216,2.187,Silver / Black,10.0,18.0
TEAMGROUP Elite 32 GB,120.39,55200,216,3.762,Black,16.154,42.0
Crucial Classic 8 GB,26.99,55200,18,3.374,Black,16.154,42.0
Kingston FURY Beast 32 GB,69.99,43200,216,2.187,Black,10.0,16.0
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,43600,232,1.844,Gray,10.0,18.0
TEAMGROUP T-Force Delta RGB 32 GB,99.99,55600,216,3.125,Black,12.857,36.0
Samsung M393A8G40MB2-CVF 64 GB,127.0,42933,164,1.984,Green / Black,14.32,21.0
Corsair Vengeance LPX 256 GB,649.99,43200,832,2.539,Black / Yellow,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,149.99,55600,216,4.687,White,12.857,36.0
OLOy Blade RGB 32 GB,209.99,58000,216,6.562,Black,9.0,36.0
TEAMGROUP T-Force Delta RGB 32 GB,193.14,58000,216,6.036,Black / Silver,9.5,38.0
Corsair Vengeance RGB 64 GB,184.99,55200,232,2.89,White / Gray,15.385,40.0
Patriot Viper Elite II 8 GB,25.83,42666,18,3.229,Red / Black,12.003,16.0
Lexar Ares RGB 32 GB,99.99,55600,216,3.125,Black,11.429,32.0
Corsair CMV4GX4M1A2133C15 4 GB,16.53,42133,14,4.133,Black,14.065,15.0
Patriot Viper Venom 64 GB,204.99,56400,232,3.203,Black / White,10.0,32.0
Samsung M386A4G40DM0-CPB 32 GB,42.22,42133,132,1.319,Black / Green,14.065,15.0
Corsair Vengeance LPX 8 GB,24.99,43200,18,3.124,Black,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,179.99,43600,48,5.625,White,10.0,18.0
Kingston Kingston Fury Red 16GB (2x8GB) DDR4 PC4-21300C16 2666MHz Dual Channel Kit (HX426C16FR2K2/16) 16 GB,0.0,42666,28,0.0,Red,12.003,16.0
G.Skill Ripjaws S5 48 GB,149.99,56400,224,3.125,Black,11.25,36.0
Lexar Hades OC 32 GB,64.98,43600,216,2.031,Gray / Black,10.0,18.0
Patriot Viper Elite II 32 GB,77.98,44000,216,2.437,Red / Black,10.0,20.0
Corsair Vengeance LPX 32 GB,73.99,42400,216,2.312,Black / Yellow,11.667,14.0
G.Skill Aegis 8 GB,22.73,43200,18,2.841,Red / Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 48 GB,199.99,57200,224,4.166,White,9.444,34.0
PNY XLR8 32 GB,62.99,43600,216,1.968,Black,10.0,18.0
Gigabyte AORUS RGB 16 GB,62.99,43733,28,3.937,Gray,9.644,18.0
Crucial Ballistix 16 GB,0.0,43200,28,0.0,White,10.0,16.0
Crucial CT2K16G56C46U5 32 GB,94.4,55600,216,2.95,Black,16.429,46.0
Corsair Dominator Platinum RGB 64 GB,294.99,56600,232,4.609,Black,9.697,32.0
G.Skill Trident Z5 Neo RGB 48 GB,174.99,56400,224,3.646,Black,10.0,32.0
Corsair Vengeance LPX 4 GB,21.87,42400,14,5.468,Black / Yellow,13.333,16.0
Kingston FURY Beast 16 GB,68.59,56000,116,4.287,Black,12.0,36.0
Patriot Signature Line 16 GB,27.99,42666,116,1.749,Black,14.254,19.0
Corsair CMV8GX4M1A2133C15 8 GB,19.98,42133,18,2.498,Black,14.065,15.0
Crucial Ballistix MAX 16 GB,995.0,45100,28,62.188,Black,7.451,19.0
Patriot Signature Line 16 GB,43.98,54800,116,2.749,Black,16.667,40.0
G.Skill Ripjaws S5 32 GB,107.99,55600,216,3.375,White,10.0,28.0
Crucial CT16G56C46U5 16 GB,55.9,55600,116,3.494,Black,16.429,46.0
Kingston HyperX Fury 16 GB,0.0,31600,28,0.0,Blue / Silver,12.5,10.0
Thermaltake TOUGHRAM XG RGB D5 32 GB,174.98,56000,216,5.468,White / Silver,12.0,36.0
Mushkin Redline Lumina 32 GB,124.99,56400,216,3.906,Black,9.375,30.0
TEAMGROUP T-Force Delta RGB 32 GB,169.99,57800,216,5.312,White / Silver,9.744,38.0
Kingston FURY Beast 64 GB,215.99,55600,232,3.375,Black,14.286,40.0
Corsair Vengeance 64 GB,259.99,56000,416,4.062,Black,12.0,36.0
G.Skill TridentZ RGB 64 GB,0.0,44600,232,0.0,Black,8.696,20.0
Corsair Vengeance RGB 64 GB,239.99,56000,232,3.75,White / Black,13.333,40.0
Kingston FURY Renegade 32 GB,131.11,56000,216,4.097,Silver / Black,10.667,32.0
Patriot Viper Steel 16 GB,38.99,43600,28,2.437,Gray,10.0,18.0
Crucial CT2K32G48C40U5 64 GB,170.3,54800,232,2.661,Black,16.667,40.0
Corsair Dominator Titanium 32 GB,167.99,57000,216,5.25,Black,9.714,34.0
Corsair Vengeance 8 GB,57.54,31600,24,7.192,Black / Silver,11.25,9.0
TEAMGROUP Elite 8 GB,23.36,43200,18,2.92,Black,13.75,22.0
