name,price,capacity,price_per_gb,type,cache,form_factor,interface
ADATA Ultimate SU650,15.99,120.0,0.133,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Blue SA510,86.45,1000.0,0.086,SSD,0.0,2.5,SATA 6.0 Gb/s
Mushkin Tempest,102.99,2000.0,0.051,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,127.42,6000.0,0.021,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda,149.0,2000.0,0.074,Unknown,64.0,3.5,SATA 6.0 Gb/s
Kingston A2000,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,49.99,1000.0,0.05,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Black AN1500,365.03,4000.0,0.091,SSD,0.0,PCIe,PCIe x8
Samsung 860 Evo,379.24,4000.0,0.095,SSD,4096.0,2.5,SATA 6.0 Gb/s
Lexar NS100,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,79.0,3000.0,0.026,5400,256.0,3.5,SATA 6.0 Gb/s
Silicon Power P34A60,27.99,256.0,0.109,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG10 512e,339.0,20000.0,0.017,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Black SN750,646.48,4000.0,0.162,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,124.99,2000.0,0.062,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,20.99,256.0,0.082,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA Legend 710,73.43,1000.0,0.073,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Pro,326.54,18000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Crucial T700 W/Heatsink,171.99,1000.0,0.172,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
ADATA Legend 960,163.8,2000.0,0.082,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power XS70,89.99,1000.0,0.09,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Mushkin Gamma,849.99,8000.0,0.106,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01ACA200,0.0,2000.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4.0,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Evo,139.99,500.0,0.28,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung 970 Evo,92.0,250.0,0.368,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte GP-GSTFS31480GNTD,43.03,480.0,0.09,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,0.0,24000.0,0.0,7200,512.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO XT,103.99,1000.0,0.104,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
PNY CS1030,36.99,500.0,0.074,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea A440 Pro,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power US75,77.98,1000.0,0.078,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP CX2,54.99,1000.0,0.055,SSD,0.0,2.5,SATA 6.0 Gb/s
Corsair MP600 Force Series Gen4,208.65,1000.0,0.209,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Intel P3700,1850.0,1600.0,1.156,SSD,0.0,PCIe,PCIe x4
Patriot Burst Elite,17.98,240.0,0.075,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP MS30,23.99,256.0,0.094,SSD,0.0,M.2-2280,M.2 SATA
ADATA XPG SPECTRIX S40G RGB,55.42,512.0,0.108,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
HP FX900 Pro,84.99,1000.0,0.085,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,72.02,1000.0,0.072,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Gold,446.19,22000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE3256GNTD,36.79,256.0,0.144,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,43.78,480.0,0.091,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital PC SN730,45.0,512.0,0.088,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Solidigm P44 Pro,67.94,512.0,0.133,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,86.99,512.0,0.17,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Surveillance HDD,307.37,8000.0,0.038,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP MP33 PRO,110.99,2000.0,0.055,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,132.97,6000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s
AGI AI198,44.0,512.0,0.086,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM790 w/Heatsink,149.99,2000.0,0.075,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
SanDisk Ultra 3D,249.99,4000.0,0.062,SSD,0.0,2.5,SATA 6.0 Gb/s
Lexar NQ790,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,63.99,1000.0,0.064,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,87.99,2000.0,0.044,5400,256.0,3.5,SATA 6.0 Gb/s
ADATA LEGEND 850 LITE,112.99,2000.0,0.056,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Q5,123.0,2000.0,0.062,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN850,234.99,2000.0,0.117,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,308.99,18000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s
Intel DC P3608,0.0,4000.0,0.0,SSD,0.0,PCIe,PCIe x8
Seagate Exos X18,284.99,16000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s
ADATA LEGEND 840,44.99,512.0,0.088,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,222.11,10000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS,0.0,8000.0,0.0,SSD,0.0,PCIe,PCIe x16
ADATA XPG GAMMIX S60 Blade,72.99,1000.0,0.073,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Create Classic DL,68.98,1000.0,0.069,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520,59.55,500.0,0.119,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Crucial T705 W/Heatsink,194.99,1000.0,0.195,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 PRO LPX,164.99,2000.0,0.082,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Samsung 850 Pro,155.25,256.0,0.606,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,318.99,16000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP GX2,61.99,1000.0,0.062,SSD,0.0,2.5,SATA 6.0 Gb/s
Crucial P5,119.99,1000.0,0.12,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 850 LITE,68.98,1000.0,0.069,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 GS,83.99,1000.0,0.084,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate EXOS Enterprise,81.0,4000.0,0.02,7200,128.0,3.5,SATA 6.0 Gb/s
PNY CS2241,129.99,2000.0,0.065,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,74.95,1000.0,0.075,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU630,56.76,480.0,0.118,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,44.99,120.0,0.375,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,23.93,500.0,0.048,5400,32.0,3.5,SATA 6.0 Gb/s
Lexar NS100,83.99,512.0,0.164,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,126.48,1000.0,0.126,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance,89.99,4000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Transcend 110S,24.99,128.0,0.195,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4,169.0,1000.0,0.169,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,52.99,1000.0,0.053,5400,64.0,3.5,SATA 6.0 Gb/s
Intel DC P3600,1850.0,800.0,2.312,SSD,0.0,PCIe,PCIe x4
Hitachi Ultrastar He8,1087.0,8000.0,0.136,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda 530,827.0,4000.0,0.207,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A55,34.99,512.0,0.068,SSD,0.0,M.2-2280,M.2 SATA
KIOXIA EXCERIA PRO,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,184.44,2000.0,0.092,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44Q,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 960 MAX,89.99,1000.0,0.09,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi3000,115.27,2000.0,0.058,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 GS,198.99,2000.0,0.099,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Inland TN450,46.99,500.0,0.094,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VP4300 Lite,229.99,4000.0,0.057,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi550,41.98,512.0,0.082,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000 Pro,31.17,256.0,0.122,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X20,315.0,18000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 12000,159.98,1000.0,0.16,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
Crucial P1,74.22,500.0,0.148,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP Cardea Zero Z440 Graphene,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA,89.5,500.0,0.179,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise,149.0,8000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s
PNY CS2241,67.99,1000.0,0.068,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar NQ790,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,98.88,4000.0,0.025,5900,64.0,3.5,SATA 6.0 Gb/s
Patriot P400 Lite,89.33,1000.0,0.089,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi5000,134.44,2000.0,0.067,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Kingston Fury Renegade,78.48,500.0,0.157,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Patriot P310,0.0,1920.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec XG7000 PRO,89.99,1000.0,0.09,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,49.99,250.0,0.2,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,87.2,1000.0,0.087,SSD,0.0,M.2-2280,M.2 SATA
Western Digital Black AN1500,205.11,2000.0,0.103,SSD,0.0,PCIe,PCIe x8
Western Digital Blue SN570,209.0,2000.0,0.104,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston Fury Renegade with Heat Sink,406.43,4000.0,0.102,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,219.99,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung 840 Evo,95.0,250.0,0.38,SSD,0.0,2.5,SATA 6.0 Gb/s
Enmotus FuzeDrive,0.0,1550.0,0.0,SSD,131072.0,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM790,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A55,24.99,256.0,0.098,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate FireCuda 540,195.99,1000.0,0.196,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 PRO NH,64.98,500.0,0.13,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,128.99,4000.0,0.032,5400,128.0,2.5,SATA 6.0 Gb/s
PNY CS900,29.7,250.0,0.119,SSD,0.0,2.5,SATA 6.0 Gb/s
Inland Professional,20.99,120.0,0.175,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S11 Pro,95.09,1000.0,0.095,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X16,436.46,16000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,0.0,2000.0,0.0,5900,64.0,3.5,SATA 6.0 Gb/s
ADATA LEGEND 700,101.91,1000.0,0.102,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Inland Performance Plus,281.99,4000.0,0.07,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SN550,39.99,250.0,0.16,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD_BLACK SN850P for PS5,199.99,2000.0,0.1,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,56.99,500.0,0.114,SSD,0.0,2.5,SATA 6.0 Gb/s
SK Hynix Gold P31,62.99,500.0,0.126,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU800,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba MG09 512e,319.99,18000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Red,62.99,2000.0,0.031,5400,256.0,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PRO,259.33,2000.0,0.13,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
GOODRAM PX700,135.84,1024.0,0.133,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01ACA050,33.72,500.0,0.067,7200,32.0,3.5,SATA 6.0 Gb/s
Silicon Power XS70,299.99,4000.0,0.075,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S70 Blade,279.99,4000.0,0.07,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300,114.99,4000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,419.99,20000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Verbatim Vi3000,70.99,1000.0,0.071,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN580,46.99,250.0,0.188,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Pro,177.71,512.0,0.347,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power US75,132.99,2000.0,0.066,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue,59.99,2000.0,0.03,5400,64.0,3.5,SATA 6.0 Gb/s
Kingston KC600,58.88,512.0,0.115,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital SN530,59.99,512.0,0.117,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,69.99,3000.0,0.023,5400,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,399.99,4000.0,0.1,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda Compute,81.5,2000.0,0.041,5400,128.0,2.5,SATA 6.0 Gb/s
Addlink S70,67.88,1000.0,0.068,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung 950 PRO,0.0,256.0,0.0,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Intel SSDPEDMD020T401,1701.41,2000.0,0.851,SSD,0.0,PCIe,PCIe x4
Seagate Pipeline HD,0.0,1000.0,0.0,5900,64.0,3.5,SATA 3.0 Gb/s
Seagate IronWolf Pro,154.11,6000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600,108.99,1000.0,0.109,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Samsung 840 Evo,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba P300,99.45,3000.0,0.033,7200,64.0,3.5,SATA 6.0 Gb/s
Inland TN320,42.99,512.0,0.084,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston A2000,0.0,250.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,469.98,4000.0,0.117,SSD,0.0,2.5,SATA 6.0 Gb/s
PNY CS900,124.99,2000.0,0.062,SSD,0.0,2.5,SATA 6.0 Gb/s
Fantom Drives VENOM8,799.95,8000.0,0.1,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA Ultimate SU650,9.5,120.0,0.079,SSD,0.0,M.2-2280,M.2 SATA
Western Digital DC HC530,275.0,14000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
Corsair MP600 MICRO,94.99,1000.0,0.095,SSD,0.0,M.2-2242,M.2 PCIe 4.0 X4
Western Digital Black SN750,44.0,250.0,0.176,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 800,50.79,500.0,0.102,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Intel 665p,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,1155.0,7680.0,0.15,SSD,0.0,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 5000E,88.98,1000.0,0.089,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Kingston Fury Renegade with Heat Sink,209.99,2000.0,0.105,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C710,39.99,512.0,0.078,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,103.99,2000.0,0.052,SSD,0.0,2.5,SATA 6.0 Gb/s
Corsair MP700 PRO w/Heatsink,169.99,1000.0,0.17,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
PNY CS1031,147.85,2000.0,0.074,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP CX2,32.99,512.0,0.064,SSD,0.0,2.5,SATA 6.0 Gb/s
Timetec 35TTFP6PCIE,37.99,512.0,0.074,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Intenso Top Performance,57.3,512.0,0.112,SSD,0.0,M.2-2280,M.2 SATA
Seagate IronWolf Pro,292.73,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Green,42.0,480.0,0.087,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC520,274.85,12000.0,0.023,7200,0.0,3.5,SATA 6.0 Gb/s
Toshiba MD07ACA,0.0,12.0,0.0,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot P400 Lite,29.99,250.0,0.12,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM620,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750 SE,69.98,500.0,0.14,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST4000NM0024,68.0,4000.0,0.017,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,89.99,4000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO NH,99.99,1000.0,0.1,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,222.11,10000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate ST1000LM014,42.25,1000.0,0.042,Unknown,64.0,2.5,SATA 6.0 Gb/s
Corsair MP600 Force Series Gen4,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Lexar Professional NM800PRO,79.99,1000.0,0.08,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Acer FA100,114.99,2000.0,0.057,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4.0,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue,82.99,4000.0,0.021,5400,256.0,3.5,SATA 3.0 Gb/s
Seagate IronWolf NAS,150.71,6000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
KingSpec XG7000,268.99,4000.0,0.067,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Hitachi A7K1000-1000,38.68,1000.0,0.039,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate ST1000LM035,38.99,1000.0,0.039,5400,128.0,2.5,SATA 6.0 Gb/s
Toshiba HDD2J92,0.0,640.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Red,109.99,6000.0,0.018,5400,256.0,3.5,SATA 6.0 Gb/s
ADATA Legend 960,97.68,1000.0,0.098,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM3500,0.0,512.0,0.0,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Green,0.0,2000.0,0.0,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Red Plus,168.6,8000.0,0.021,5640,256.0,3.5,SATA 6.0 Gb/s
FanXiang S660,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,219.99,14000.0,0.016,7200,256.0,3.5,SATA 6.0 Gb/s
