name,price,size,color,rpm,airflow,noise_level,pwm
Corsair AF120 ELITE,16.82,120,White / Gray,4001850.0,"10.9,59.1",31.5,True
Corsair iCUE AF120 RGB SLIM 2-Pack,40.79,120,White,6002000.0,"13.4,56.3",27.5,True
Phanteks PH-F140D30R,33.48,140,Black,2501800.0,71.76,32.1,True
be quiet! Pure Wings 2,9.9,140,Black,1000.0,61.2,18.8,False
Cooler Master MasterFan MF120 Halo²,23.33,120,Black,0.0,51.88,27,True
Corsair iCUE LINK RX140 2-Pack,89.99,140,White,1700.0,"18.1,95.7","10,36",False
ARCTIC P14 5-Pack,33.99,140,Black,1700.0,72.8,22.5,False
be quiet! Pure Wings 3 PWM High-Speed,12.9,140,White,1800.0,72.2,30.5,True
NZXT F140P,26.98,140,Black,5001500.0,"33.22,99.68","19.4,32.1",True
Fractal Design Dynamic X2 GP-12,24.18,120,Black,1200.0,52.3,19.4,False
upHere NT1207 5-Pack,37.99,120,White,6001800.0,"29.37,86.34",Unknown,True
HYTE flow FA12 3-Pack,21.5,120,Black / White,1500.0,72,28,True
Noctua S12B redux-700,13.95,120,Black / Gray,700.0,33.49,6.8,False
Antec Storm T3 3-Pack,35.99,120,Black,6002200.0,"18.17,80.47",36.99,True
Lian Li ST120 3-Pack,39.3,120,White,8001900.0,69.17,32,True
Corsair AF120 (2018) 3-Pack,0.0,120,Black / White,1400.0,52,26,False
be quiet! Pure Wings 2,9.9,120,Black,1500.0,51.4,19.2,False
Thermalright TL-K12,12.9,120,Black,2150.0,69,27,True
Lian Li UNI SL120,35.67,120,Black,8001900.0,58.54,"17,31",True
GAMDIAS AEOLUS P2 3-Pack,84.99,120,Black,10002400.0,74.97,Unknown,True
Phanteks PH-F140D30R,34.98,140,White,2501800.0,71.76,32.1,True
Cooler Master SickleFlow,0.0,120,Black,6501800.0,62,"8,27",True
Phanteks M25-120 PWM D-RGB,15.98,120,Black,5002000.0,84.26,35.7,True
Lian Li UNI FAN AL360 3-Pack,79.98,120,White,8001900.0,64.5,"17,28.3",True
Fractal Design Aspect 14 RGB PWM 3-Pack,59.99,140,Black,5001700.0,"20,78","10,35.5",True
Cooler Master SickleFlow ARGB Reverse Edition,20.99,120,Black / White,6501800.0,62,"8,27",True
Fractal Design Dynamic X2 GP,40.29,180,Black,3001200.0,"44.9,153.7","16,35.4",True
be quiet! Light Wings PWM,24.9,120,Black,1700.0,41.51,20.6,True
NZXT AER RGB 2,0.0,120,Black,5001500.0,"17.48,52.44","22,33",True
ARCTIC P8,0.0,80,Black,3000.0,23.4,Unknown,False
Fractal Design Aspect 14 RGB PWM,35.28,140,Black,5001700.0,"20,78","10,35.5",True
be quiet! Silent Wings 3,0.0,120,Black,1450.0,50.5,16.4,True
Lian Li UNI FAN AL120 3-Pack,97.68,120,Black,8001900.0,64.5,"17,28.3",True
Noctua A9x14,18.95,92,Brown,3002200.0,"22.42,29.72","13.5,19.89",True
Phanteks FSK 3-Pack,25.99,140,Black / White,5001500.0,Unknown,Unknown,True
NZXT F140 RGB DUO,33.72,140,Black,5001800.0,84.75,36,True
Deepcool XFAN,0.0,120,Black,1300.0,44.71,26,False
be quiet! Pure Wings 3 PWM,10.9,120,White,1600.0,Unknown,25.5,True
Corsair iCUE QL140 2-Pack,98.99,140,Black,1250.0,50.2,26,True
be quiet! Silent Wings Pro 4,33.9,140,White,2400.0,97.41,36.8,True
Corsair iCUE QL120,30.59,120,White / Black,5251500.0,41.8,26,True
NZXT F140 RGB DUO,33.51,140,White,5001800.0,84.75,36,True
Thermaltake Pure ARGB TT Premium Edition 3-Pack,39.99,120,Black,5001500.0,56.45,25.8,True
ARCTIC P8 Max,8.99,80,Black,5005000.0,40,Unknown,True
Cooler Master SickleFlow ARGB,0.0,200,Black / Translucent White,0.0,"0,102.8","0,15.7",True
GAMDIAS AEOLUS M2 5-Pack,39.99,120,Black,7001500.0,56,Unknown,True
ID-COOLING AF-ARGB-K 3-Pack,39.99,120,White,5002000.0,78,29.9,True
ARCTIC F12,7.07,120,Black,1350.0,53,22.5,False
Razer Kunai Chroma 3-Pack,145.38,140,Black,5001600.0,"34.48,81","15,30",True
Thermalright TL-M,8.69,120,White,1500.0,47.6,23.2,True
ARCTIC P14,14.88,140,Black,2001700.0,72.8,22.5,True
Cooler Master SickleFlow,21.99,140,Black,6501400.0,67,"10,27",True
Corsair ML120 Pro,13.81,120,Black / Red,4002400.0,"12,75","16,37",True
Corsair iCUE QL140,50.03,140,Black,5501250.0,50.2,26,True
Noctua P14s redux-1200,16.95,140,Black / Gray,1200.0,64.92,19.6,False
Corsair iCUE ML120 RGB ELITE Premium 3-Pack,107.07,120,White / Gray,4502000.0,"14.86,58.1","10,30.4",True
Cooler Master MasterFan MF140 Halo²,21.98,140,Black,0.0,59.51,27,True
Noctua A4x10,13.95,40,Brown,37004500.0,"3.88,4.83","12.9,17.89",False
EK Loop Fan FPT 120,28.2,120,Black,5502300.0,77,36,True
ID-COOLING AF-125,9.99,120,Black,5002000.0,78.25,29.85,True
be quiet! Pure Wings 3 PWM,12.9,140,White,1200.0,57.4,21.9,True
Deepcool RF 120 3-Pack,79.98,120,Black / Clear,5001500.0,56.5,"17.8,27",True
be quiet! Shadow Wings 2,14.71,140,Black,900.0,49.8,14.9,True
Thermalright TL-P9,7.99,92,Black,2200.0,32.77,23.85,True
Corsair iCUE SP140 RGB Elite,29.99,140,White,1200.0,"23.07,68.11","18,26.8",True
Noctua B9 redux-1600 PWM,12.99,92,Black / Gray,3501600.0,37.85,17.6,True
Iceberg Thermal IceGALE Xtra 2-Pack,19.98,140,Black,5002500.0,169,"0,47",True
Thermaltake Pure,18.98,200,Black,0.0,129.63,28.2,False
APNX FP1,12.9,140,Black,5001300.0,86.9,"15.9,32.9",True
Corsair iCUE ML RGB ELITE Premium,64.66,140,Black,4001600.0,"15,82.9","10,31.8",True
Phanteks PH-F120SK,19.98,120,Black / White,5001500.0,50,27,True
be quiet! Light Wings 3-Pack,64.9,140,White,2200.0,71.7,31,True
Gelid Solutions Stella,9.98,120,Black,5001600.0,70,35,True
Thermaltake Pure 20 ARGB Sync Case Fan TT Premium Edition,29.99,200,Black,5001000.0,129.54,31.2,True
Phanteks PH-F140D30,35.48,140,White,2501800.0,71.93,29.5,True
Cooler Master MasterFan MF140 Halo²,22.98,140,White,0.0,59.51,27,True
EK Loop Fan FPT 140 D-RGB,32.45,140,Black,6002200.0,118.01,44.56,True
Cooler Master MasterFan MF Halo,22.79,120,White,6501800.0,47.2,"6,30",True
APNX FP2,19.89,120,Black,5001800.0,83.87,"15.3,34.8",True
Thermaltake CT120 2-Pack,24.99,120,White,5002000.0,57.05,25.8,True
Delta Electronics PFB0912DHE-F00,0.0,92,Black,8000.0,175.03,66.5,False
Thermalright TL-P9,7.79,92,White,2200.0,32.77,23.85,True
upHere T7SYC7 3-Pack,27.99,120,Black,6001700.0,Unknown,"16.1,27.7",True
Deepcool XFAN,0.0,80,Black,0.0,21.8,20,False
Thermaltake Riing Plus TT 5-Pack,119.99,120,Black,5001500.0,48.34,24.7,True
Phanteks M25-120 PWM D-RGB,16.98,120,White,5002000.0,84.26,35.7,True
Fractal Design Aspect 12,19.98,120,Black,1200.0,32,18.3,False
Delta Electronics AFB1212GHE-CF00,0.0,120,Black,5200.0,240.96,62,False
Fractal Design Aspect 12 RGB,51.99,120,White,1200.0,32,18.3,False
Thermaltake CT140 2-Pack,31.7,140,White,5001500.0,77.37,Unknown,True
Noctua A14 FLX,23.93,140,Brown,9001200.0,"52.2,68","13.8,19.2",False
Scythe Kaze Flex 120,12.95,120,Black,3001500.0,"16.6,66.47","4,29.75",True
Thermalright TL-C14CW,10.9,140,White,1500.0,75.8,26.4,True
GAMDIAS AEOLUS M3-1204R 4-Pack,54.23,120,Black,8002000.0,69.01,Unknown,True
Corsair ML Elite,19.98,120,Black,4502000.0,"14.86,58.1","10,30.4",True
Antec Storm T3 3-Pack,39.95,140,Black,6001500.0,"44.82,112.72",33.69,True
Iceberg Thermal IceGALE Xtra 3-Pack,29.99,120,Black,5003000.0,127,"0,44",True
Noctua A12x25 FLX,32.95,120,Brown,13502000.0,"37.96,60.09","14.2,22.6",False
Fractal Design Aspect 12 RGB,0.0,120,Black,1200.0,32,18.3,False
Thermalright TL-B12,0.0,120,Black,2150.0,69,28.1,True
be quiet! Pure Wings 2,9.9,92,Black,5001900.0,33.15,19.6,True
Phanteks M25-120 PWM,9.99,120,Black,5002000.0,84.26,35.7,True
ARCTIC BioniX F120,13.2,120,Black / White,2001800.0,69,24.4,True
Noctua F12 industrialPPC-2000,27.91,120,Brown / Black,2000.0,71.69,29.7,False
Montech RX,15.9,140,White,6001600.0,90.5,27.9,True
NZXT Aer P,22.99,140,Black,5001800.0,"27.27,98.17","21,38",True
Cooler Master MasterFan MF120 Halo²,15.99,120,White,0.0,51.88,27,True
Cooler Master MOBIUS 140P ARGB,20.99,140,Black,0.0,76.5,30,True
Thermalright TL-B14,11.59,140,White,1500.0,82.5,27.6,True
ARCTIC P12 PST,14.99,120,White / Transparent,2001800.0,56.3,Unknown,True
Silverstone FHS 120X,28.3,120,Black,10004000.0,143.98,51.8,True
APNX FP1,10.9,120,White,5001600.0,74.6,"15.3,33.2",True
Antec Fusion 120 ARGB White 5-Pack,115.74,120,White,6002000.0,57.93,"17.02,31.24",True
Thermalright TL-C12W-S V3,7.29,120,White,1500.0,66.17,25.6,True
Corsair LL140,39.99,140,Black,6001300.0,51.5,25,True
Corsair AF120 SLIM,24.99,120,White,6002000.0,"13.4,56.3","5,25.6",True
Corsair iCUE SP140 RGB Elite 2-Pack,67.48,140,White,1200.0,"23.07,68.11","18,26.8",True
Thermalright TL-8015,7.99,80,Gray,2200.0,28.4,23.3,True
NZXT AER RGB 2,42.98,140,White,5001500.0,"17.48,52.44","22,33",True
Thermaltake SWAFAN EX12 RGB 3-Pack,109.99,120,White,5002000.0,"56.26,57.11","30.5,32.5",False
ARCTIC F12 PST,10.99,120,White,2301350.0,53,22.5,True
be quiet! Silent Wings 3,46.16,140,Black,1000.0,59.5,15.5,True
Noctua P14r redux-1500 PWM,15.95,140,Black / Gray,4501500.0,78.69,25.8,True
MSI Torx,98.75,120,Black / Red,5001800.0,"19.79,71.27","17.2,33.6",True
Antec Fusion 120 ARGB 3-Pack,0.0,120,Black,6002000.0,57.93,"17.02,31.24",True
ID-COOLING ZF-12025 Pastel,0.0,120,Pink,9002000.0,55.2,"16.3,33.5",True
Fractal Design Dynamic X2 GP,19.53,120,Black,5002000.0,87.6,32.2,True
Thermalright TL-9015,6.99,92,Gray,2700.0,42.58,22.4,True
Thermaltake TOUGHFAN 14 Pro 2-Pack,49.99,140,Black,5002000.0,"87.6,119.6","24.5,31.6",True
Noctua A14 industrialPPC-2000,29.95,140,Brown / Black,2000.0,107.42,31.5,False
SeaSonic MAGFLOW 3-Pack,112.99,120,Black,6002000.0,63.33,"9.9,33.78",True
Phanteks PH-F140D30 3-Pack,89.99,140,White,2501800.0,71.93,29.5,True
MSI MAG MAX F12A-3 3-Pack,0.0,120,Black,6001500.0,"8,40.1","20,28",True
MSI MPG F120 ARGB-2W 2-Pack,26.0,120,White,6001200.0,50.79,25.7,True
ARCTIC BioniX P120,13.72,120,White / Black,2002100.0,67.56,Unknown,True
Thermaltake SWAFAN EX12 RGB 3-Pack,89.99,120,Black,5002000.0,"56.26,57.11","30.5,32.5",False
Deepcool RF M 5-Pack,0.0,120,Black / White,5001500.0,56.5,27,True
Corsair AF140L,14.98,140,Black / Gray,1000.0,67.43,Unknown,False
Noctua R8 redux-1200,12.95,80,Black / Gray,1200.0,21.07,9.1,False
EK Loop Fan FPT 120 D-RGB,28.55,120,White,5502300.0,77,36,True
Corsair ML Elite,27.05,120,White,4502000.0,"14.86,58.1","10,30.4",True
Apevia 12S 10-Pack,28.99,120,Black,1350.0,57.67,24.7,False
Noctua A12x15 FLX,21.95,120,Brown,9501850.0,"27.37,55.44","10.2,23.9",False
Corsair ML120 2-Pack,0.0,120,White / Black,4002400.0,"12,75","16,37",True
ARCTIC P12,12.46,120,White,2001800.0,56.3,22.5,True
Scythe Kaze Flex140 Square,17.45,140,Gray / Black,3001800.0,"16.8,100.8","4.19,26.45",True
Phanteks PH-F120SK 3-Pack,0.0,120,Black / White,5001500.0,50,27,True
Fractal Design Prisma AL 2-Pack,69.99,180,Black,3001200.0,"43.1,146.8","14.9,37.4",True
ID-COOLING AF-127-ARGB-K,14.99,120,Black,5002000.0,78,29.9,True
Lian Li Uni Fan AL,99.99,120,Black,8001900.0,64.5,"17,28.3",True
Noctua A14 ULN,30.25,140,Brown,650800.0,Unknown,"9.1,11.9",False
Phanteks M25-140 PWM D-RGB,21.93,140,White,5001800.0,104.62,36.57,True
Asiahorse FS-N001 3-Pack,0.0,120,White,8001500.0,Unknown,Unknown,True
Thermalright TL-C12RB-S V2,0.0,120,Black / White,1500.0,58,25.6,True
Fractal Design Prisma AL,31.52,140,White,5001700.0,"31.67,103.85","15.1,34.1",True
Fractal Design Dynamic X2 GP,31.99,140,Black,5001700.0,"47.9,105.9",33.7,True
Thermalright TL-B8,6.99,80,White,2200.0,34,24,True
Lian Li Uni Fan SL,0.0,140,Black,5001500.0,70.5,30,True
Thermalright TL-C12W-S V3 X3 3-Pack,0.0,120,White,1500.0,66.17,25.6,True
Gigabyte AORUS 140 ARGB,0.0,140,Black,8001700.0,"30.3,60.64","8.9,35.8",True
NZXT AER RGB 2 3-Pack,0.0,120,Black,5001500.0,"17.48,52.44","22,33",True
NZXT AER RGB 2 3-Pack,0.0,120,White,5001500.0,"17.48,52.44","22,33",True
ARCTIC P8 PST 5-Pack,28.99,80,Black,2003000.0,23.4,Unknown,True
Apevia Electro 6-Pack,42.99,120,White / Black,1350.0,57.67,24.7,False
APNX FP2,19.89,120,White / Black,5001800.0,83.87,"15.3,34.8",True
Noctua A12x25 ULN,32.95,120,Brown,9001200.0,"23.19,32.78","7.6,12.1",False
Phanteks PH-F120SK,15.88,120,Black,5001500.0,50,27,True
Thermaltake SWAFAN EX14 RGB 3-Pack,119.99,140,White,5002000.0,"79.3,81.6","34.5,38.8",False
NZXT Aer P,0.0,120,Black,5002000.0,"18.28,73.11","21,36",True
Deepcool MF GT 3-Pack,49.99,120,Black,5001800.0,60.6,35,True
Thermaltake TOUGHFAN 12 Pro 2-Pack,44.99,120,Black,5002000.0,"49.13,70.8","18.3,22.6",True
Razer Kunai Chroma 3-Pack,0.0,120,Black,5002200.0,"17.48,65.5","15,35",True
Kingwin CF-012LB,6.7,120,Black,950.0,40,19,False
Enermax HF120 3-Pack,25.99,120,Black,5001600.0,"22.5,72.1","14,27",True
Silverstone Air Slimmer 120 ARGB,23.54,120,Black,0.0,"0,63.67","0,31.7",True
Noctua P14s redux-900,16.95,140,Black / Gray,900.0,49.26,13.2,False
Noctua P12 redux-1300,14.95,120,Gray,1300.0,54.32,19.8,False
Enermax T.B. RGB 6-Pack,82.06,120,Black,5001500.0,47.53,22,True
Cooler Master MOBIUS 120,8.98,120,Black,0.0,63.1,22.6,True
be quiet! Pure Wings 2,9.9,80,Black,7501900.0,26.3,18.2,False
EK Quantum Impulse D-RGB,40.2,120,White,4001800.0,57.5,24.3,True
NZXT AER RGB 2,0.0,120,White,5001500.0,"17.48,52.44","22,33",True
EK Loop Fan FPT 140 D-RGB,32.45,140,White,6002200.0,118.01,44.56,True
Corsair iCUE QL140 2-Pack,100.39,140,White / Black,5501250.0,50.2,26,True
HYTE THICC FP12 3-Pack,0.0,120,Black / White,0.0,105.8,"10,47.3",True
Thermaltake Riing,9.49,120,Black / Blue,10001500.0,40.6,"18.7,24.6",False
ARCTIC BioniX F140,0.0,140,Black / White,1800.0,104,25.3,False
Corsair ML140 PRO,67.12,140,Black / White,4001200.0,55.4,20.4,True
BitFenix Spectre Pro,0.0,230,Black,900.0,156.27,25.6,False
Enermax SquA RGB 3-Pack,27.98,120,White,3001500.0,"24.53,68.27","12,23",True
Montech AX,17.89,140,White,6001600.0,90.5,27.9,True
Corsair ML Elite,15.98,120,Black,4502000.0,"14.86,58.1","10,30.4",True
Corsair ML Elite,24.98,120,White,4502000.0,"14.86,58.1","10,30.4",True
Corsair iCUE ML RGB ELITE Premium,43.59,140,White,4001600.0,"15,82.9","10,31.8",True
Thermaltake Riing Quad 12 RGB Radiator TT Premium Edition 3-Pack,77.0,120,Black,5001500.0,40.9,25,True
Corsair iCUE ML RGB ELITE Premium,0.0,120,Black,4502000.0,"14.86,58.1","10,30.4",True
Corsair ML120 Pro,0.0,120,Black,4002400.0,"12,75","16,37",True
Noctua NF-A14 INDUSTRIALPPC-24V-3000 Q100 IP67 PWM,0.0,140,Black / Brown,8003000.0,158.5,41.3,True
Antec Fusion 120 ARGB,15.35,120,Black,6002000.0,57.93,"17.02,31.24",True
ID-COOLING NO-12015-XT ARGB SNOW,14.99,120,White,5002000.0,54.6,"13.8,31.2",True
Thermalright TL-P9,10.9,92,Black,2200.0,32.77,23.85,True
Apevia APEVIA CO312L-WH Cosmos 120mm White LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (3 Pack) 3-Pack,16.98,120,Unknown,1350.0,"57.67,56.67",24.7,False
Noctua R8 PWM,14.99,80,Brown,3001800.0,"23.19,31.37","10.19,17.1",False
NoiseBlocker NB-ELOOP X ARGB,144.81,140,White,0.0,"0,109.47","0,29.6",True
Noctua A4x10 PWM,14.95,40,Brown,10005000.0,"3.88,5.24","12.9,19.6",True
Fractal Design Aspect 14 RGB,24.52,140,White,1000.0,41,19.5,False
ARCTIC P8 PST,19.98,80,Unknown,2003000.0,23.4,Unknown,True
Super Flower MEGACOOL 3-Pack,55.99,120,Black / Purple,20003300.0,"90.04,151.87","35.73,48.39",True
Thermalright TL-B14,11.59,140,Gray,1500.0,82.5,27.6,True
Corsair RS120 MAX 3-Pack,94.99,120,Black,2000.0,"16.5,72",29.5,True
Deepcool CF 2-Pack,0.0,140,Black,5001200.0,64.13,"19.8,24",True
ARCTIC BioniX P140,21.99,140,Black / Gray,2001950.0,77.6,Unknown,True
Iceberg Thermal IceGALE ARGB 3-Pack,34.99,120,Black / Teal,5002200.0,94,"0,38",True
Iceberg Thermal IceGALE Xtra 2-Pack,19.98,140,Gray,5002500.0,169,"0,47",True
ID-COOLING ZF-12025 Pastel,0.0,120,Blue,9002000.0,55.2,"16.3,33.5",True
Corsair iCUE ML120 RGB ELITE Premium,29.19,120,White / Gray,4502000.0,"14.86,58.1","10,30.4",True
be quiet! Shadow Wings 2,14.9,120,Black,1100.0,38.5,15.7,False
Cooler Master MasterFan MF200R ARGB,39.99,200,Black / Gray,800.0,90.3,28,False
be quiet! Silent Wings 3,23.9,140,Black,1600.0,77.57,28.1,False
Corsair AF140 ELITE,19.98,140,White / Gray,4001600.0,"15.3,84.5",31,True
EK Loop Fan FPT 140,29.29,140,Black,6002200.0,118.01,44.56,True
GAMDIAS AEOLUS P2,24.99,120,Black,10002400.0,74.97,Unknown,True
Lian Li Uni Fan SL,0.0,140,White,5001500.0,70.5,30,True
be quiet! Pure Wings 2,18.62,140,Black,5001600.0,Unknown,37.3,True
Cooler Master MOBIUS 120P ARGB,29.58,120,White,0.0,75.2,30,True
be quiet! Silent Wings 4,17.89,140,Black,1100.0,51.3,13.6,False
Scythe Wonder Tornado,12.99,120,Black,3502000.0,"7.68,60.29","3,26.88",True
Cooler Master MasterFan MF Prismatic 3-Pack,79.13,120,Black / White,6502000.0,55,"8,27",True
Thermaltake Pure,10.16,120,Black,0.0,40.99,19.5,False
ARCTIC F9,8.93,92,White / Black,1800.0,43,Unknown,False
ARCTIC F12 PST 3-Pack,29.04,120,Black,2301350.0,53,22.5,True
ID-COOLING AF-127-ARGB-W,14.99,120,White,5002000.0,78,29.9,True
Xigmatek XLF,0.0,140,Black,1000.0,63.5,16,False
Fractal Design Prisma AL,28.39,120,White,5002000.0,"20.68,85.71",Unknown,True
Corsair iCUE ML RGB ELITE Premium 2-Pack,59.98,140,White,4001600.0,"15,82.9","10,31.8",True
Lian Li Uni Fan AL,29.99,120,White,8001900.0,64.5,"17,28.3",True
ADATA XPG VENTO PRO,17.99,120,Gray / Black,4502150.0,75,"10,28",True
Vetroo ARGB120 3-Pack,0.0,120,Pink,1300.0,48.1,Unknown,True
ID-COOLING TF-12025-SW,0.0,120,White,7001800.0,76.16,"15.2,35.2",True
Apevia C 5-Pack,26.95,120,Black / White,1500.0,57.67,24.7,False
Cooler Master Mobius OC,33.4,120,Blue / Black,0.0,"40.2,88.1","17.4,39.3",True
Thermaltake SWAFAN EX14 ARGB 3-Pack,85.99,140,Blue / White,5002000.0,"79.3,81.6","34.5,38.8",True
Apevia APEVIA CO512L-PK Cosmos 120mm Pink LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (5 Pack) 5-Pack,19.98,120,Unknown,1350.0,"57.67,56.67",24.7,False
ARCTIC F14 Silent,8.98,140,White / Black,220800.0,46,27.2,False
Thermalright TL-P9,6.9,92,White,2200.0,32.77,23.85,True
ARCTIC P14,0.0,140,White,2001700.0,72.8,22.5,True
Corsair ML140 LED ELITE White Premium,0.0,140,White,4001600.0,"15,82.9","10,31.8",True
KOLINK Classic,0.0,120,Black,1500.0,52.15,21.6,True
Iceberg Thermal IceGALE ARGB 2-Pack,29.99,140,Black / Teal,5001600.0,96,"0,36",True
Apevia Lunar Pro 4-Pack,29.99,120,White / Black,1350.0,57.67,24.7,False
ARCTIC BioniX P120,14.54,120,Red / Black,2002100.0,67.56,Unknown,True
Nidec Servo Gentle Typhoon,23.95,120,Black / Gray,9002150.0,"20,68","15,34",True
Deepcool CF120 Plus 3-Pack,0.0,120,White,5001800.0,52.5,28.8,True
NZXT F140P,0.0,140,White,5001500.0,"33.22,99.68","19.4,32.1",True
Thermalright TL-S12-S,0.0,120,Black,1500.0,47.6,"23,23.2",True
Corsair iCUE SP140 RGB Pro 2-Pack,0.0,140,Black,1150.0,62,26,False
Noctua A8 FLX,16.95,80,Brown,12002000.0,"17,29.67","7.9,16.1",False
Apevia APEVIA CO312L-RD Cosmos 120mm Red LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (3 Pack) 3-Pack,16.98,120,Unknown,1350.0,"57.67,56.67",24.7,False
GAMDIAS AEOLUS M2 4-Pack,59.99,120,Black,7001500.0,56,Unknown,True
Noctua S12A FLX,21.95,120,Brown,7001200.0,Unknown,"7.4,17.8",False
ARCTIC BioniX P140,16.71,140,Black / Red,2001950.0,77.6,Unknown,True
ID-COOLING XF-12025-SD,0.0,120,Black,7001800.0,74.5,"18,35.2",True
BGears b-ARGB Vortex,18.99,120,White / Black,6001800.0,101,28,True
ARCTIC P12 PST RGB 0dB,14.99,120,Black,0.0,48.8,Unknown,True
Iceberg Thermal IceGALE 2-Pack,17.98,140,Black,5001600.0,96,"0,36",True
ARCTIC BioniX P140,15.42,140,Black / White,2001950.0,77.6,Unknown,True
Deepcool RF 120,29.99,120,Black / White,5001500.0,56.5,"17.8,27",True
Thermalright TL-C12 PRO,0.0,120,Black,1850.0,82,29.6,True
NZXT Aer F 2-Pack,0.0,120,Black,5001500.0,"21.01,63.02","22,31",True
Antec Fusion 120 ARGB 5-Pack,0.0,120,Black,6002000.0,57.93,"17.02,31.24",True
Cooler Master MasterFan MF120R 3-Pack,69.98,120,Black,6502000.0,59,31,True
be quiet! Pure Wings 3,11.9,140,Black,1200.0,57.4,21.9,False
Noctua S12B redux-1200,14.95,120,Black / Gray,1200.0,59.1,18.1,False
Fractal Design Aspect 12 RGB 3-Pack,67.12,120,Black,1200.0,32,18.3,False
Corsair iCUE QL140,39.99,140,White / Black,5501250.0,50.2,26,True
Corsair SP120 High Performance,80.0,120,Black,2350.0,62.74,35,False
Corsair iCUE SP120 RGB Pro 3-Pack,0.0,120,Black,1400.0,52,26,False
Deepcool CF 3-Pack,89.99,120,Unknown,5001500.0,56.5,"17.8,27",True
be quiet! Light Wings 3-Pack,54.9,120,White,1700.0,41.51,20.6,True
Noctua P12 PWM,27.95,120,Brown,9001300.0,Unknown,"12.6,19.8",True
Corsair ML140 Pro,61.39,140,Black,4002000.0,"20,97","16,37",True
KOLINK UMBRA,0.0,120,Black,1500.0,35,17.8,True
Corsair ML140 Pro,31.9,140,Black / Red,4002000.0,"20,97","16,37",True
be quiet! Silent Wings 3,0.0,120,Black,2200.0,73.33,28.6,True
Corsair iCUE SP120 RGB Pro,0.0,120,Black,1400.0,52,26,False
Iceberg Thermal IceGALE Silent 3-Pack,17.0,120,Black / Blue,1100.0,30,12.3,False
Noctua A20 FLX,32.95,200,Brown,550800.0,"59.33,86.46","10.7,18.1",False
Noctua S12A ULN,21.95,120,Brown,600800.0,Unknown,"6.7,8.6",False
Noctua P12 redux-900,14.95,120,Gray,900.0,37.31,12.6,False
Thermaltake Riing Trio 20 RGB TT Premium Edition,84.98,200,Black,5001000.0,123.53,28,True
ARCTIC BioniX P120 A-RGB,25.18,120,Black,4002300.0,48,30,True
ARCTIC F PST,16.98,140,Black,2001350.0,74,Unknown,True
Scythe Kaze Flex II,15.95,120,Black,3002000.0,"16.9,90.28","4,36.2",True
Thermaltake Riing Trio 14 RGB TT Premium Edition 3-Pack,132.76,140,Black,5001400.0,60.68,26.5,True
Thermaltake SWAFAN EX14 RGB 3-Pack,119.99,140,Black,5002000.0,"79.3,81.6","34.5,38.8",False
Fractal Design Prisma AL,29.98,120,White / Black,5002000.0,"20.68,85.71","14.8,32.7",True
be quiet! Light Wings 3-Pack,64.9,140,White,1500.0,56,23.3,True
In Win Neptune AN120 3-Pack,26.48,120,Black / White,9002200.0,"23.87,60.1",20.5,True
be quiet! Silent Wings 4,24.9,120,White,2500.0,76.7,31.2,True
Razer Kunai Chroma,57.63,140,Black,5001600.0,"34.48,81","15,30",True
Fractal Design Silent R3,12.98,120,Black / White,1200.0,46.5,20.5,False
Fractal Design Venturi HF-14,0.0,140,Black,1200.0,118.2,26.5,False
Cooler Master MasterFan SF120M ARGB,23.79,120,Black,6502000.0,"35,62","5.5,22",True
ID-COOLING TF-12025-ARGB-TRIO 3-Pack,0.0,120,Black / White,5001500.0,68.2,"13.8,30.5",True
Vetroo ARGB120 3-Pack,0.0,120,White,1300.0,48.1,Unknown,True
Noctua NF-A6x25 FLX,13.99,60,Brown,16003000.0,"9.82,17.18","8.19,19.3",False
Apevia C 3-Pack,16.95,120,Black / White,1500.0,57.67,24.7,False
RAIJINTEK IRIS 12 RBW ADD-2 2-Pack,16.99,120,White / Black,4001800.0,35.8,28,True
Thermaltake Pure ARGB Sync TT Premium Edition 3-Pack,0.0,120,White / Gray,5001500.0,56.45,25.8,True
Vantec Tornado,39.99,80,Black,5700.0,84.1,55.2,False
Fractal Design Prisma AL,0.0,140,White / Black,5001700.0,"31.67,103.85","15.1,34.1",True
ID-COOLING TF-9215 ARGB,12.99,92,Black / White,8002500.0,44.3,"14,33.4",True
be quiet! Pure Wings 2,9.9,92,Black,9001900.0,33.15,18.6,False
NoiseBlocker NB-ELOOP X ARGB,26.95,120,Black,0.0,"0,58.09","0,21.2",True
Cooler Master SickleFlow,17.98,120,Black,6501800.0,62,"8,27",True
Thermaltake TOUGHFAN EX14 Pro 3-Pack,0.0,140,Black,5002000.0,"102.3,119.6","31.6,34.1",True
ADATA Vento,9.99,120,Black / White,1200.0,45.3,23,False
Scythe Kaze Flex II Slim,16.95,120,Black,3001800.0,"8.16,48","2.58,27.8",True
Thermalright TL-B14W EXTREM,43.57,140,White,2000.0,110.4,31.4,True
Corsair iCUE ML RGB ELITE Premium 2-Pack,0.0,140,Black,4001600.0,"15,82.9","10,31.8",True
