name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Sennheiser HD 300 PRO,0.0,Circumaural,625.0,False,False,Closed,Black
JVC HARX900,49.2,Circumaural,726.0,False,False,Closed,Black
Apple Airpods 2nd Gen,79.98,In Ear,0.0,True,True,Closed,White
Cyber Acoustics ACM-500RB,20.99,Circumaural,0.0,False,False,Closed,Black
MSI Immerse GH50,0.0,Circumaural,2020.0,True,False,Closed,Black
AKG K361,115.0,Circumaural,1528.0,False,False,Closed,Black
Corsair HS55 STEREO,69.98,Circumaural,2020.0,True,False,Closed,Black
Asus ROG Strix Go Core,71.98,Circumaural,2040.0,True,False,Closed,Black
Audio-Technica ATH-S220BT,59.0,Circumaural,532.0,True,True,Closed,White
Razer Opus X,54.99,Circumaural,2020.0,True,True,Closed,White / Black
ROCCAT Syn Pro Air,69.98,Circumaural,2020.0,True,True,Closed,Black
Genius HS-02B,29.99,Supra-aural,2020.0,True,False,Closed,Black / Silver
Cyber Acoustics ACM-70B,0.0,Supra-aural,2020.0,False,False,Closed,Black
Razer Electra V2 USB,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Logitech G733,139.99,Circumaural,2020.0,True,True,Closed,Blue
Audio-Technica ATH-IM04,0.0,In Ear,1520.0,False,False,Closed,Black
Logitech G433 (Black),0.0,Circumaural,2020.0,True,False,Open,Black
Cooler Master MH752,0.0,Circumaural,2020.0,True,False,Closed,Black / Silver
HP HyperX Cloud Stinger,0.0,Circumaural,2020.0,True,True,Closed,Black
EKSA E900 PRO,36.39,Circumaural,2020.0,True,False,Closed,Black / Red
ROCCAT Elo Air,99.99,Circumaural,2020.0,True,True,Closed,Black
Audio-Technica ATH-S220BT,59.0,Circumaural,532.0,True,True,Closed,Black
Logitech G435,57.99,Circumaural,2020.0,True,True,Closed,Blue / Pink
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,49.99,Circumaural,0.0,True,False,Closed,Black / Green
Logitech FITS,168.54,In Ear,2020.0,True,True,Closed,White
EPOS H3PRO Hybrid,112.99,Circumaural,2020.0,True,True,Closed,Green / Gold
Asus ROG Strix Go,89.99,Circumaural,2040.0,True,False,Closed,Black
Beyerdynamic DT 880 Premium 600 Ohm,0.0,Circumaural,535.0,False,False,Semi-open,Black / Silver
ROCCAT Elo Air,121.18,Circumaural,2020.0,True,True,Closed,White
Corsair HS45 SURROUND,0.0,Circumaural,2020.0,True,False,Closed,Black
AKG K371,160.0,Circumaural,540.0,False,False,Closed,Black
Philips SHE3595BK/28,0.0,In Ear,0.0,True,False,Closed,Black / Silver
Astro A40,0.0,Circumaural,2021.0,True,False,Closed,Black / Silver
Plantronics RIG 500HD,0.0,Circumaural,2020.0,True,False,Closed,Black
Bose QC35,0.0,Circumaural,0.0,True,True,Closed,Black
HP HyperX Cloud Revolver S,0.0,Circumaural,1228.0,True,False,Closed,Silver
Cooler Master MH630,0.0,Circumaural,1525.0,True,False,Closed,Black
Sony WH1000XM4,348.0,Circumaural,2020.0,True,True,Closed,Silver
Astro A20 Gen 2,99.99,Circumaural,2020.0,True,True,Closed,Black / Green
Astro A20 Gen 2,99.99,Circumaural,2020.0,True,True,Closed,Black / Blue
Logitech ASTRO A30 LIGHTSPEED (Xbox/PC),189.42,Circumaural,2020.0,True,True,Closed,White
Sennheiser GSP 301,49.99,Circumaural,1526.0,True,False,Closed,Black / White
Razer Adaro,39.99,Circumaural,2020.0,False,False,Closed,Black / Green
Logitech H340,19.97,Supra-aural,2020.0,True,False,Closed,Black
Audio-Technica ATH-E40,99.0,In Ear,2020.0,False,False,Closed,Black
Beyerdynamic DT 880 CHROME SPECIAL EDITION,286.17,Circumaural,535.0,False,False,Semi-open,Silver / Black
Sony INZONE H3,98.0,Circumaural,1020.0,True,False,Closed,White / Black
SteelSeries Arctis Nova 1P,59.99,Circumaural,2022.0,True,False,Closed,Black
Corsair HS35 v2,49.99,Circumaural,0.0,True,False,Closed,Black
Audeze Penrose PS,299.0,Circumaural,1050.0,True,True,Closed,Black / Blue
Apple AirPods 3rd Gen Lightning,139.99,In Ear,0.0,True,True,Closed,White
Razer Kraken,89.99,Circumaural,2020.0,True,False,Closed,Black
Sennheiser HD 598 CS,324.99,Circumaural,1028.0,False,False,Closed,Black / Silver
JBL Quantum 300,79.95,Circumaural,2020.0,True,False,Closed,Black
HP HyperX Cloud Stinger Core - Wireless Xbox,99.99,Circumaural,1021.0,True,True,Closed,Gray / Green
Asus TUF Gaming H7 Wireless,0.0,Circumaural,2020.0,True,True,Closed,Black
EPOS H3PRO Hybrid,112.99,Circumaural,2020.0,True,True,Closed,White / Gray
Razer Opus X,89.0,Circumaural,2020.0,True,True,Closed,Green / Black
HP HyperX Cloud Revolver,99.95,Circumaural,1228.0,True,False,Closed,Silver
HP HyperX CloudX Flight,109.99,Circumaural,2020.0,True,True,Closed,Black / Green
Samsung Buds2 Pro,114.8,In Ear,0.0,True,True,Closed,White
Anker Soundcore Life Q30,85.99,Circumaural,1640.0,True,True,Closed,Pink
Creative Labs Sound Blaster Tactic3D Fury,24.99,Circumaural,2020.0,True,False,Closed,Black / Red
HP HyperX Cloud,139.0,Circumaural,1525.0,True,False,Closed,Black / Red
Adesso Xtream P500,23.99,Circumaural,2020.0,True,True,Closed,Black
Beyerdynamic MMX 150,149.0,Circumaural,530.0,True,False,Closed,Black
Cyber Acoustics AC-202B,16.98,Supra-aural,2020.0,True,False,Closed,Black / Silver
V-MODA CROSSFADE M-100 SHADOW,0.0,Circumaural,530.0,False,False,Closed,Black / Silver
Audio-Technica ATH-GDL3,99.0,Circumaural,1035.0,True,False,Open,White / Black
AKG K712 PRO,287.0,Circumaural,1039.8,False,False,Open,Black / Orange
Acer Predator Galea 500,199.0,Circumaural,2020.0,True,False,Closed,Black
Rosewill E-210-VL,6.99,Earbud,1022.0,True,False,Closed,Silver
SHARKOON SKILLER SGH1,44.96,Circumaural,2020.0,True,False,Closed,Black / Blue
Razer Kraken (2019),129.3,Circumaural,1228.0,True,False,Closed,Pink / Black
Sennheiser MOMENTUM 4,280.11,Circumaural,622.0,True,True,Closed,Black
HP HyperX Cloud II,0.0,Circumaural,1525.0,True,False,Closed,Black
Astro A40 TR,0.0,Circumaural,2024.0,True,False,Open,Black
Asus ROG Strix Wireless,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Sennheiser HD 559,0.0,Circumaural,1426.0,False,False,Open,Black
Sony WHH900N/B,0.0,Circumaural,0.0,False,True,Closed,Black
Razer Kraken 7.1 V2,0.0,Circumaural,1228.0,True,False,Closed,Black / Green
Corsair HS60 PRO SURROUND,0.0,Circumaural,2020.0,True,False,Closed,Black
Apple AirPods Pro,0.0,Earbud,0.0,True,True,Closed,White
ROCCAT Syn Max Air,89.99,Circumaural,2020.0,True,True,Closed,Black
Corsair HS65,0.0,Circumaural,2020.0,True,True,Closed,White
Corsair HS65,0.0,Circumaural,2020.0,True,True,Closed,Black
Logitech ASTRO A50 + Base Station,0.0,Circumaural,2020.0,True,True,Closed,Black / Gray
Shure SRH440A,99.0,Circumaural,1022.0,False,False,Closed,Black
Superlux HD-681EVO,49.33,Circumaural,1030.0,False,False,Semi-open,Black
Superlux HD681,39.95,Circumaural,1030.0,False,False,Semi-open,Black / Red
Corsair VOID RGB ELITE,0.0,Circumaural,2020.0,True,False,Closed,White
GameStop TWS,55.55,Earbud,2020.0,True,True,Closed,Black
Anker Soundcore Life Q20,54.99,Circumaural,1640.0,True,True,Closed,Blue
Corsair HS55 STEREO,59.99,Circumaural,2020.0,True,False,Closed,White / Gray
ADATA XPG PRECOG S,29.99,Circumaural,2020.0,True,False,Closed,Black
Syba CL-AUD63035,17.8,Circumaural,2020.0,True,False,Closed,Blue / White
JBL Quantum 200,59.95,Circumaural,2020.0,True,False,Closed,Black
Corsair HS60 HAPTIC,81.34,Circumaural,2020.0,True,False,Closed,Black / Gray
Razer Kaira Pro for Xbox,104.99,Circumaural,2020.0,True,True,Closed,White / Black
Sennheiser MOMENTUM 4,292.99,Circumaural,622.0,True,True,Closed,White
Logitech H150,24.95,Supra-aural,0.0,True,False,Closed,Black / White
Audio-Technica ATH-M70x,0.0,Circumaural,540.0,False,False,Closed,Black / Silver
Razer Hammerhead Pro v2,61.64,In Ear,5010.0,True,False,Closed,Black / Green
Final B2,298.0,In Ear,0.0,False,False,Closed,Black
Bose QuietComfort 35 Series II,395.0,Circumaural,0.0,True,True,Closed,Silver
HP HyperX Cloud Stinger Core - PS5/PS4,36.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Sennheiser CX 300-II,0.0,In Ear,1921.0,False,False,Closed,Black
Turtle Beach Z60,0.0,Circumaural,0.0,True,False,Closed,Black / Red
Logitech G633 Artemis Spectrum,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Sennheiser HD 598SR,0.0,Circumaural,1238.5,True,False,Open,Black
Adesso Xtream G3,34.99,Circumaural,1520.0,True,False,Closed,Black / Blue
Plantronics Plantronics Voyager Focus UC,150.08,Supra-aural,0.0,True,True,Closed,Black
MSI IMMERSE GH,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
JBL Quantum 600,0.0,Circumaural,2020.0,True,True,Closed,Black
Final B1,549.0,In Ear,0.0,False,False,Closed,Copper / Black
Skullcandy Hesh 3,0.0,Circumaural,2020.0,True,True,Closed,Blue
Logitech Pro X Shroud,0.0,Circumaural,2020.0,True,True,Closed,Black / Blue
Astro A10,42.99,Circumaural,2020.0,True,False,Closed,White / Green
Apple AirPods 3rd Gen MagSafe,179.0,In Ear,0.0,True,True,Closed,White
Razer Opus X,99.99,Circumaural,2020.0,True,True,Closed,Pink / Black
Sennheiser RS 195,260.89,Circumaural,1722.0,False,True,Closed,Black / Silver
ADATA XPG Precog,96.04,Supra-aural,550.0,True,False,Closed,Black / Red
Philips Performance PH805BK,69.98,Circumaural,0.0,True,True,Closed,Black
Corsair HS60 HAPTIC,99.99,Circumaural,2020.0,True,False,Closed,Black
Creative Labs Sound Blaster Blaze V2,43.59,Circumaural,2020.0,True,False,Closed,Black
Sennheiser GSP 370,121.5,Circumaural,2020.0,True,True,Closed,Black
Audio-Technica ATH-GDL3,109.0,Circumaural,1035.0,True,False,Open,Black / Blue
Creative Labs Tactic3D Rage Wireless,59.0,Circumaural,2020.0,True,True,Closed,Black / Red
Koss PortaPro,39.99,Supra-aural,1525.0,False,False,Open,Black / Blue
Monoprice Monolith M1060,269.99,Circumaural,1050.0,False,False,Open,Black / Brown
EPOS H6PRO,0.0,Circumaural,2020.0,True,False,Closed,Green / Gold
Philips SHE7000WT/28,5.99,In Ear,823.5,False,False,Closed,Pink / White
Philips Fidelio L2,299.95,Circumaural,0.0,True,False,Open,Black / Red
Audio-Technica ATH-IM70,0.0,In Ear,526.0,False,False,Closed,Red / Black
Final E4000,133.47,Earbud,0.0,False,False,Closed,Black
Corsair HS55 SURROUND,79.98,Circumaural,2020.0,True,False,Closed,White / Gray
EPOS H6PRO,0.0,Circumaural,2020.0,True,False,Closed,White / Silver
Razer Tiamat 7.1,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Turtle Beach Ear Force XP300,219.95,Circumaural,2020.0,True,True,Closed,Black / Green
Philips SHE2100BL28,14.99,Earbud,1222.0,False,False,Closed,Black
Logitech 600vi,20.49,In Ear,2020.0,False,False,Closed,Black / Silver
Cyber Acoustics AC-204,13.25,Supra-aural,0.0,True,False,Closed,Black
Shure SE315-CL,199.0,In Ear,2218.5,False,False,Closed,Transparent
Turtle Beach Call of Duty: Ghosts Ear Force Spectre,239.95,Circumaural,0.0,True,False,Closed,Black / White
ROCCAT Khan Aimo,0.0,Circumaural,1040.0,True,False,Closed,White / Black
Astro Gaming A40 TR + MixAmp Pro TR,0.0,Circumaural,2024.0,True,False,Closed,White / Gray
HP HyperX Cloud Stinger - PS5/PS4,67.98,Circumaural,1823.0,True,False,Closed,Black / Blue
Asus TUF Gaming H7,0.0,Circumaural,2020.0,True,False,Closed,Black / Gray
Asus TUF GAMING x Demon Slayer L.E. Nezuko Kamado,0.0,Circumaural,0.0,True,False,Closed,Pink / White
Logitech FITS,0.0,In Ear,2020.0,True,True,Closed,Black
Asus ROG Strix Go Electro Punk,109.13,Circumaural,2040.0,True,False,Closed,Black / Pink
Logitech ASTRO A50 + Base Station,0.0,Circumaural,2020.0,True,True,Closed,Black / Gold
Logitech ASTRO A10,61.98,Circumaural,2020.0,True,False,Closed,Green
Razer Kaira Pro for Xbox- Halo Infinite,179.99,Circumaural,2020.0,True,True,Closed,Green / Black
Panasonic RP-HJE125-V,9.77,Earbud,1024.0,False,False,Closed,Purple
LucidSound LS35X,69.0,Circumaural,2020.0,True,True,Closed,Black
Razer Kaira Pro for Xbox,89.99,Circumaural,2020.0,True,True,Closed,Black / Green
Corsair HS35 v2,59.99,Circumaural,0.0,True,False,Closed,Black
JVC HARX700,39.99,Circumaural,825.0,False,False,Closed,Black
Koss SB40,35.9,Circumaural,2020.0,True,False,Closed,Black
Sony MDR-ZX100/BLK,0.0,Supra-aural,1222.0,False,False,Closed,Black
Syba CL-AUD63033,5.49,Circumaural,2020.0,True,False,Closed,White / Silver
Rosewill Audiowave H9000,50.42,Circumaural,2040.0,True,True,Closed,Black
Audio-Technica ATH-SR50BTBK,198.0,Circumaural,540.0,True,True,Closed,Black
Anker Soundcore Life Q35,109.99,Circumaural,1640.0,True,True,Closed,Pink
AOC GH401,0.0,Circumaural,2020.0,True,True,Closed,Red / Black
YEYIAN YDG-33406,39.99,Circumaural,2020.0,True,False,Closed,White / Gray
Audio-Technica ATH-PRO500MK2BK,349.99,Circumaural,1030.0,False,False,Closed,Black
Mad Catz F.R.E.Q. 5,39.99,Circumaural,0.0,True,False,Closed,Black
Koss KPH7W,6.99,Supra-aural,0.0,False,False,Closed,Black
RCA RCAHP5042,17.17,Circumaural,0.0,False,False,Semi-open,Black / Gray
Pyle Audio PHPDJ1,23.7,Circumaural,2022.0,False,False,Closed,Black / Silver
Corsair HS70,169.99,Circumaural,0.0,True,True,Closed,Black
Corsair HS50 PRO STEREO,0.0,Circumaural,2020.0,True,False,Closed,Black
Cooler Master MH650,0.0,Circumaural,2020.0,True,False,Closed,Black
1MORE EHD9001TA,39.99,In Ear,0.0,False,True,Closed,Black / Red
HiFiMAN Ananda-BT,0.0,Circumaural,855.0,True,True,Open,Black / Silver
Anker Soundcore Life Q20+,69.99,Circumaural,1640.0,True,True,Closed,Black
Skullcandy S2IKDY-003,0.0,In Ear,522.0,True,False,Closed,Black
Astro A40 + MixAmp Pro - Black,0.0,Circumaural,1528.0,True,False,Closed,Black / White
Logitech H540,32.63,Supra-aural,0.0,True,False,Closed,Black / Blue
Sennheiser PC 350 SE,0.0,Circumaural,0.0,True,False,Closed,Black
SteelSeries Siberia v2,0.0,Circumaural,1828.0,True,False,Closed,Pink / Black
Shure SE535-CL,449.0,In Ear,1819.0,False,False,Closed,Brown
Corsair VOID Special Edition Yellowjacket,0.0,Circumaural,2020.0,True,True,Closed,Black / Yellow
Razer Kraken Pro 2015,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Sennheiser RS 185,0.0,Circumaural,1722.0,False,True,Closed,Black / Silver
SteelSeries Arctis 3,0.0,Circumaural,2022.0,True,False,Closed,Black
Marshall Major II (Black),0.0,Supra-aural,0.0,True,False,Closed,Black
Avantree Audition,54.99,Circumaural,2020.0,False,True,Closed,Black / Red
Corsair HS50,0.0,Circumaural,2020.0,True,False,Closed,Black / Gray
Panasonic RP-HJE125-A,9.49,Earbud,0.0,False,False,Closed,Blue
Asus TUF Gaming H5,72.27,Circumaural,2020.0,True,False,Closed,Black / Gold
Corsair HS70 PRO,0.0,Circumaural,2020.0,True,True,Closed,Black / Beige
Corsair HS60 PRO SURROUND,0.0,Circumaural,2020.0,True,False,Closed,Black / Yellow
Audio-Technica SonicFuel CLR100iS,12.25,In Ear,2025.0,True,False,Closed,Black
Trust GXT 322 CARUS,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
FNATIC REACT,0.0,Circumaural,2040.0,False,False,Closed,Black / Silver
ADATA EMIX I30,78.72,In Ear,2020.0,True,False,Closed,Black / Red
Final E5000,255.8,Earbud,0.0,False,False,Closed,Silver / Black
Astro Gaming A50 + Base Station,0.0,Circumaural,2020.0,True,True,Closed,Green / Black
Logitech ASTRO A30 LIGHTSPEED (Playstation/PC),0.0,Circumaural,2020.0,True,True,Closed,Blue / Black
Razer Thresher Ultimate For PS4,0.0,Circumaural,1228.0,True,True,Closed,Blue / Black
Samsung Buds2,99.99,In Ear,0.0,True,True,Closed,Black
Neumann NDH 30,0.0,Circumaural,1234.0,False,False,Open,Silver / Black
YEYIAN Wicked 3000,24.99,Circumaural,2020.0,True,False,Closed,Black / Red
Asus TUF Gaming H3,89.0,Circumaural,2020.0,True,False,Closed,Black / Red
Koss 184515,13.2,Supra-aural,0.0,False,False,Closed,Black
JVC HA-RX500,23.38,Circumaural,1022.0,False,False,Closed,Black / White
Anker Soundcore Life Q30,85.99,Circumaural,1640.0,True,True,Closed,Blue
Corsair HS55 SURROUND,69.98,Circumaural,2020.0,True,False,Closed,Black
Razer Kaira for PlayStation,79.98,Circumaural,2020.0,True,True,Closed,White / Black
Astro Gaming A10,41.49,Circumaural,2020.0,True,False,Closed,Black / Green
Philips X3/00,149.99,Circumaural,540.0,False,False,Open,Black
HP OMEN Blast,58.0,Circumaural,2020.0,True,False,Closed,Black
GameStop GS101,30.98,Circumaural,0.0,True,False,Closed,Black
GameStop RGB Pro,45.98,Circumaural,0.0,True,False,Closed,Black
Sennheiser HD 380 Pro,0.0,Circumaural,827.0,False,False,Closed,Black
Asus TUF Gaming H3,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Razer Kaira Pro for PlayStation,143.99,Circumaural,2020.0,True,True,Closed,White / Black
Sennheiser CXC 700,149.94,In Ear,2021.0,False,False,Closed,Black
SteelSeries 3H,0.0,Circumaural,1027.0,True,False,Closed,Black
Cyber Acoustics AC-200B,14.89,Supra-aural,2020.0,True,False,Closed,Black
Adesso Xtream G2,34.51,Circumaural,2020.0,True,False,Closed,Black / Silver
Koss Porta Pro Headset,0.0,Supra-aural,1525.0,True,True,Open,Black / Silver
Sennheiser MOMENTUM 4,299.95,Circumaural,622.0,True,True,Closed,Gray
Sennheiser CC550,0.0,Supra-aural,3003.4,True,False,Closed,Black
Sennheiser HD 800,0.0,Circumaural,651.0,False,False,Open,Black / Silver
Sennheiser IE60,0.0,In Ear,1018.0,False,False,Closed,Black / Gold
Sony MDR-V6,0.0,Circumaural,530.0,False,False,Closed,Black
Sony MDR-ZX600/WHI,0.0,Supra-aural,625.0,False,False,Closed,White
Sony MDR210LP,0.0,Supra-aural,1420.0,False,False,Closed,Black
Astro A40,0.0,Circumaural,1528.0,True,False,Closed,Black / White
Creative Labs Sound Blaster EVO,0.0,Circumaural,0.0,False,False,Closed,Black / Red
Logitech G230,129.97,Circumaural,2020.0,True,False,Closed,Black / Red
Sennheiser CC 510,150.0,Supra-aural,3003.4,True,False,Closed,Black
Turtle Beach Ear Force Z1,25.7,Circumaural,0.0,True,False,Closed,Black / Silver
Yamaha EPH-20 Pink,4.99,In Ear,2021.0,False,False,Closed,Black / Pink
Shure SE315-K,199.0,In Ear,2218.5,False,False,Closed,Black
Shure SE425-CL,269.0,In Ear,2019.0,False,False,Closed,Transparent
Skullcandy S3FXDM-033,49.99,Earbud,0.0,True,False,Closed,Black
Beyerdynamic MMX 2,0.0,Supra-aural,1822.0,True,False,Closed,Black
Beyerdynamic MMX 300,0.0,Circumaural,530.0,True,False,Closed,Black
Shure SE215,0.0,Earbud,2217.5,False,False,Closed,Black
Monoprice 8320,0.0,In Ear,0.0,False,False,Closed,Black / Silver
Philips X2/27 Fidelio,0.0,Circumaural,540.0,False,False,Open,Black
Razer ManO'War,0.0,Circumaural,2020.0,True,True,Closed,Black
Sennheiser PC 373D,0.0,Circumaural,1528.0,True,False,Open,Black / Red
Razer Kraken Pro 2015,0.0,Circumaural,2020.0,True,False,Closed,White
Sades SA-708,0.0,Circumaural,0.0,True,False,Closed,Black / Green
SteelSeries Arctis 3,0.0,Circumaural,2022.0,True,False,Closed,White
1MORE Triple Driver (Silver),69.98,In Ear,2040.0,True,False,Closed,Silver
Corsair VOID PRO RGB (White/Black),0.0,Circumaural,2020.0,True,True,Closed,White / Black
Corsair VOID PRO RGB USB (White/Black),0.0,Circumaural,2020.0,True,False,Closed,White / Black
Logitech G433 (Red),0.0,Circumaural,2020.0,True,False,Open,Red
GameMax G200,0.0,Circumaural,2020.0,True,False,Closed,Black
Corsair VOID RGB ELITE,0.0,Circumaural,2020.0,True,False,Closed,Black
DROP DROP + HiFiMAN HE4XX,0.0,Circumaural,2035.0,False,False,Open,Black
Bose QuietComfort 35 Series II,0.0,Circumaural,0.0,True,True,Closed,Blue
Razer Opus,0.0,Circumaural,2020.0,True,True,Closed,Black
HiFiMAN RE300h,14.95,Earbud,1522.0,False,False,Closed,Black
MSI Immerse GH61,0.0,Circumaural,2940.0,True,False,Closed,Black
Logitech G335,69.98,Circumaural,2020.0,True,False,Closed,Green / Purple
Neumann NDH 20,549.0,Circumaural,530.0,False,False,Open,Silver / Black
SHARKOON SKILLER SGH50,91.51,Circumaural,1040.0,True,False,Closed,Black
Acer Nitro,39.99,Circumaural,2020.0,True,False,Closed,Black / Red
Creative Labs SXFI Gamer,0.0,Circumaural,2020.0,True,False,Closed,Black
Corsair HS35 v2,59.98,Circumaural,0.0,True,False,Closed,Red / Black
Sennheiser MOMENTUM 4,399.99,Circumaural,622.0,True,True,Closed,Blue / Black
Audio-Technica ATH-MSR7BK,264.49,Circumaural,540.0,True,False,Closed,Black / Silver
Audio-Technica ATH-SR50BTBW,199.99,Circumaural,540.0,True,True,Closed,White / Silver
ROCCAT Renga Boost,54.99,Circumaural,2020.0,True,False,Semi-open,Black
AKG K612 PRO,179.0,Circumaural,1239.5,False,False,Open,Black / Silver
Mad Catz F.R.E.Q. 4,33.42,Circumaural,2020.0,True,False,Closed,Black / Red
Behringer HPX4000,25.0,Circumaural,0.0,False,False,Closed,Black
SteelSeries Siberia v3,196.14,Circumaural,2020.0,True,False,Closed,Black
Audio-Technica ATH-PDG1,145.93,Circumaural,2020.0,True,False,Open,Black / Red
Corsair HS50 PRO STEREO,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Skullcandy Hesh 3,0.0,Circumaural,2020.0,True,True,Closed,White
Thermaltake Pulse G100,39.99,Circumaural,2020.0,True,False,Closed,Black
