name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Verbatim 96676,0.0,Laser,Wired,1600.0,Unknown,Silver / Black
Verbatim 97249,0.0,Optical,Wired,0.0,Unknown,Blue
Targus AMB09US,0.0,Laser,Bluetooth Wireless,0.0,Both,Black / Gray
Verbatim Easy Riser,0.0,Laser,Bluetooth Wireless,0.0,Both,Silver / Black
Targus AMC06USZ,0.0,Optical,Wired,1000.0,Unknown,Black
Cyber Snipa CSLMSL01,0.0,Laser,Wired,5000.0,Right,Black
Targus AMW25US,0.0,Optical,Wireless,1600.0,Both,Silver / Black
Targus AMU81USZ,17.98,Optical,Wired,1000.0,Unknown,Black
Verbatim 49003,0.0,Optical,Wired,0.0,Both,Black / Silver
Targus AMU82USZ,0.0,Optical,Wired,0.0,Unknown,Black
Cherry M-T3030,0.0,Optical,Wireless,1000.0,Unknown,White
KeyTronic 2MOUSEU2L,0.0,Optical,Wired,0.0,Both,Black
Cherry M-4200,0.0,Optical,Wired,800.0,Unknown,Silver / Black
KeyTronic 2MOUSEP2L,19.67,Optical,Wired,0.0,Both,Black
Verbatim 96675,0.0,Laser,Wireless,0.0,Both,Silver
Cyber Snipa CSLM01,0.0,Laser,Wired,2400.0,Right,Black
Verbatim 96674,0.0,Laser,Bluetooth Wireless,1600.0,Both,Silver / Black
Verbatim 97540,13.99,Optical,Wireless,0.0,Unknown,Red
Verbatim Nano,0.0,Optical,Wireless,0.0,Unknown,Pink
Verbatim 97264,0.0,Laser,Wireless,1600.0,Unknown,Blue / Black
Verbatim 97471,14.99,Optical,Wireless,0.0,Unknown,Blue
Verbatim 96781,0.0,Optical,Wireless,0.0,Both,Black
Verbatim 97470,21.98,Optical,Wireless,0.0,Unknown,Gray / Black
Verbatim Nano,0.0,Optical,Wireless,0.0,Unknown,Purple
Verbatim Nano,0.0,Optical,Wireless,0.0,Unknown,Red
Adesso GP-410UB,0.0,Touchpad,Wired,0.0,Both,Black
Adesso GP-410UB,67.5,Touchpad,Wired,0.0,Both,Black
Verbatim 97263,0.0,Laser,Wireless,1600.0,Both,Red / Black
Tripp Lite IN3000WI,0.0,Optical,Wired,800.0,Both,Silver / Black
Cyborg CCB437030002/04/1,0.0,Laser,Wired,3200.0,Right,Black
Cyborg CCB437050002/04/1,0.0,Laser,Wired,4000.0,Right,Black
Mad Catz CD74371200A1/04/1,0.0,Laser,Wired,5600.0,Right,Black
Cyborg CCB437080002/04/1,0.0,Laser,Wired,5600.0,Right,Black
Ergoguys CST1550,0.0,Trackball,Wired,1600.0,Both,Black
Belkin F5L051,0.0,Optical,Wired,0.0,Both,Black
Wintec FileMate Imagine M2810,0.0,Optical,Wired,1000.0,Right,White / Blue
Wintec FileMate Imagine M1210,0.0,Optical,Wired,800.0,Both,Yellow
Wintec FileMate Imagine M1810,0.0,Optical,Wired,800.0,Both,Gray / Blue
Wintec FileMate Imagine M1210,0.0,Optical,Wired,800.0,Both,Green
Wintec FileMate Imagine M1810,0.0,Optical,Wired,800.0,Both,White / Black
Qumax Lynx S2-Black,0.0,Laser,Wired,2400.0,Both,Black
Kensington K72411US,0.0,Optical,Wireless,1000.0,Both,Red
Qumax Lynx S2-Red,0.0,Laser,Wired,2400.0,Both,Red / Black
Kensington K72412US,0.0,Optical,Wireless,1000.0,Both,Blue
Cyborg R.A.T. 9,0.0,Laser,Wireless,5600.0,Right,Black
Cooler Master CM Storm Xornet,0.0,Optical,Wired,2000.0,Right,Black
Microsoft SideWinder X5,0.0,Laser,Wired,2000.0,Right,Black
HP BM866AA,0.0,Optical,Wired,0.0,Unknown,Black
Nexus SM-9000B,0.0,Laser,Wireless,1600.0,Both,Black
Microsoft 5CJ-00005,0.0,Optical,Wired,1000.0,Right,White
Nexus SM-8000B,0.0,Optical,Wireless,0.0,Right,Black
Corsair Vengeance M90,0.0,Laser,Wired,5700.0,Right,Black
Nexus SM-9000C,0.0,Laser,Wireless,1600.0,Both,Black
Razer Naga Hex,0.0,Laser,Wired,5600.0,Right,Black / Green
SteelSeries Ikari,0.0,Laser,Wired,3200.0,Right,White / Black
Razer Imperator Mass Effect 3 Edition,0.0,Laser,Wired,6400.0,Right,Black
Razer Naga 2012,0.0,Laser,Wired,5600.0,Unknown,Black
ROCCAT Kone[+],0.0,Laser,Wired,6000.0,Right,Black
SteelSeries Iron.Lady QcK,0.0,Optical,Wired,0.0,Right,White / Black
Cyborg CCB4370900B2/02/1,0.0,Laser,Wireless,5600.0,Right,Black
Rosewill RM-5000L,0.0,Laser,Wired,5000.0,Both,Black
Raptor Gaming 000RAPLM2,0.0,Optical,Wired,2000.0,Right,Black
Raptor Gaming M3 DKT,0.0,Optical,Wired,1600.0,Right,Black
Logitech Wireless Mouse M525,54.99,Optical,Wireless,0.0,Both,Black / Gray
SMK-Link VP6154,0.0,Optical,Wired,800.0,Both,Black
Microsoft BNA-00001,0.0,Laser,Wireless,0.0,Both,White / Black
Chester Creek Technologies CTMO,0.0,Optical,Wired,800.0,Both,Black / Green
Toshiba PA3765U-1ETW,0.0,Optical,Wired,1000.0,Both,White
Logitech M505,0.0,Laser,Wireless,0.0,Both,Black
Logitech M315,0.0,Optical,Wireless,0.0,Both,Purple / Black
Chester Creek Technologies TMOB,27.74,Optical,Wired,800.0,Both,Black
Logitech Wireless Mouse M525,0.0,Optical,Wireless,0.0,Both,Blue / Black
Wacom KC100,0.0,Optical,Wireless,0.0,Both,Black
Logitech Wireless Mouse M525,0.0,Optical,Wireless,0.0,Both,Green / Black
Interlink VP6151,0.0,Optical,Bluetooth Wireless,0.0,Both,White
Logitech Wireless Mouse M525,0.0,Optical,Wireless,0.0,Both,White / Red
Interlink VP6155,0.0,Optical,Bluetooth Wireless,0.0,Both,Black / White
Fellowes 98913,0.0,Optical,Wired,0.0,Both,Black
Toshiba PA3765U-1ETG,0.0,Optical,Wired,1000.0,Both,Black
Fellowes 98904,24.95,Optical,Wireless,0.0,Both,Blue / Silver
Belkin F5L017,0.0,Optical,Wireless,0.0,Both,Red
Fellowes 98905,0.0,Optical,Wired,0.0,Both,Silver / Blue
Gigabyte GM-AIRE M77,0.0,Optical,Wireless,1600.0,Right,Black
Fellowes 98912,24.95,Optical,Wireless,0.0,Both,Black
Gigabyte GM-AIRE M77,0.0,Optical,Wireless,1600.0,Right,Blue
Genius XScroll,0.0,Optical,Wired,800.0,Both,Black
Gigabyte GM-AIRE M1,0.0,Optical,Wired,1000.0,Both,Black
Genius 31030068101,0.0,Optical,Wireless,1250.0,Both,Blue / White
Gigabyte GM-AIRE M1,0.0,Optical,Wired,1000.0,Both,Blue
Genius 31030048102,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft BNA-00001,0.0,Laser,Wireless,0.0,Both,Silver / Black
Genius 31030068106,0.0,Optical,Wireless,1250.0,Both,Black
Sunbeam FireLine,0.0,Optical,Wired,800.0,Both,Black / Blue
Genius 31030058101,0.0,Optical,Wireless,1600.0,Right,Black / Gray
Verbatim 97670,0.0,Optical,Wireless,0.0,Both,Gray / Black
Cyborg M.M.O.7,0.0,Laser,Wired,6400.0,Both,White
Verbatim 97667,0.0,Optical,Wireless,0.0,Both,Pink / Black
Logitech M325,0.0,Optical,Wireless,0.0,Both,Blue / Black
Verbatim 97668,0.0,Optical,Wireless,0.0,Both,Blue / Black
Genius XScroll,0.0,Optical,Wired,800.0,Both,Black
Verbatim 97669,0.0,Optical,Wireless,0.0,Both,Red / Black
Zalman ZM-M500WL,0.0,Optical,Wireless,3000.0,Both,Black
Verbatim 97666,0.0,Optical,Wireless,0.0,Both,Purple / Black
Zalman ZM-M400,0.0,Optical,Wired,1600.0,Right,Black / Gray
Verbatim Ergo Mouse,0.0,Optical,Wireless,0.0,Right,Black
Verbatim Ergo Mouse,0.0,Optical,Wireless,0.0,Right,Red
Logitech M310,0.0,Laser,Wireless,0.0,Both,Black
HP VK479AA#ABA,0.0,Optical,Wireless,0.0,Both,Black
Buslink SP-7000-BL,0.0,Optical,Wired,800.0,Both,Blue / Black
Zalman ZM-M200,0.0,Optical,Wired,1000.0,Both,Black
Logitech M325,0.0,Optical,Wireless,0.0,Both,White / Black
Zalman ZM-M300,0.0,Optical,Wired,2500.0,Both,Black
Logitech M325,0.0,Optical,Wireless,0.0,Both,Blue / Black
Zalman ZM-M100,0.0,Optical,Wired,1000.0,Both,Black
Logitech M310,39.99,Laser,Wireless,0.0,Both,Red / Black
Cyborg CCB437130002/04/1,0.0,Laser,Wired,6400.0,Both,Black
Logitech M310,0.0,Laser,Wireless,0.0,Both,White / Black
Verbatim Ergo Mouse,0.0,Optical,Wireless,0.0,Right,Blue / Black
Logitech M310,0.0,Laser,Wireless,0.0,Both,Red / Black
Microsoft MHC-00035,0.0,Optical,Wireless,0.0,Both,Black / Silver
Rosewill RM-7500,0.0,Optical,Wireless,1750.0,Both,Red / Black
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Pink / Black
Targus AMW060US,0.0,Optical,Wireless,0.0,Both,Black
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Red / Black
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Blue / Black
I/O Magic I012M01BPL,0.0,Optical,Bluetooth Wireless,1000.0,Both,Purple
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Blue / Black
I/O Magic I012M01BP,0.0,Optical,Bluetooth Wireless,1000.0,Both,Pink
Microsoft Explorer Touch Mouse,0.0,Optical,Wireless,0.0,Both,White / Gray
I/O Magic I012M01BS,0.0,Optical,Bluetooth Wireless,1000.0,Both,Silver
I/O Magic I012M01GS,0.0,Optical,Wireless,1000.0,Both,Silver
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Pink / Black
I/O Magic I012M01GPL,0.0,Optical,Wireless,1000.0,Both,Purple
Microsoft Explorer Touch Mouse,0.0,Optical,Wireless,1000.0,Both,Pink / Black
I/O Magic I012M01GBK,0.0,Optical,Wireless,1000.0,Both,Black
Qumax LYNX-M9 UP,0.0,Optical,Wired,800.0,Both,Black / Silver
I/O Magic I012M01GR,0.0,Optical,Wireless,1000.0,Both,Red
Toshiba PA3745U-1ETB,0.0,Laser,Wireless,1600.0,Both,Black / Silver
I/O Magic I012M01GBL,0.0,Optical,Wireless,1000.0,Both,Blue
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Brown / Black
I/O Magic I012M01GP,0.0,Optical,Wireless,1000.0,Both,Pink
Dell 468-7410 Mouse,0.0,Optical,Bluetooth Wireless,0.0,Both,Black / Silver
I/O Magic I012M01BR,0.0,Optical,Bluetooth Wireless,1000.0,Both,Red
Verbatim 96672,0.0,Laser,Wireless,1600.0,Both,Silver / Black
I/O Magic I012M01BBK,0.0,Optical,Bluetooth Wireless,1000.0,Both,Black
Targus AMU36USZ,0.0,Optical,Wired,0.0,Both,Black
I/O Magic I012M01BBL,0.0,Optical,Bluetooth Wireless,1000.0,Both,Blue
Microsoft Wireless Mobile Mouse3500,49.99,Optical,Wireless,1000.0,Both,Red / Black
A4Tech F5,0.0,Laser,Wired,3000.0,Both,Black
Rosewill RM-P2U,0.0,Optical,Wired,800.0,Both,Black
Thermaltake MO-ARM005DT,0.0,Optical,Wired,1600.0,Both,Black
Rosewill RM-P2P,0.0,Optical,Wired,800.0,Both,Black
Razer Naga Hex Wraith Red Edition,0.0,Laser,Wired,5600.0,Right,Red / Black
Logitech M325,46.88,Optical,Wireless,0.0,Both,White / Purple
Logitech M600,0.0,Optical,Wireless,0.0,Both,Black
Microsoft Wireless Mobile Mouse3500,32.69,Optical,Wireless,1000.0,Both,White / Black
Microsoft Wireless Mobile Mouse3500,0.0,Optical,Wireless,1000.0,Both,Yellow / Black
Microsoft 72R-00002S,0.0,Laser,Bluetooth Wireless,0.0,Both,Black / Gray
Thermaltake MO-SPH008DT,0.0,Optical,Wired,3500.0,Both,Black
Logitech Anywhere Mouse MX,99.96,Laser,Wireless,0.0,Both,Black
Cyborg R.A.T.7 Infection,0.0,Laser,Wired,0.0,Right,Black
Logitech M325,0.0,Optical,Wireless,0.0,Both,Black
Cyborg R.A.T. 3,0.0,Optical,Wired,3500.0,Right,Black
Mad Catz EOV440620002/06/1,0.0,Laser,Bluetooth Wireless,1600.0,Both,Black
Gear Head OM900P,0.0,Optical,Wired,800.0,Both,Silver / Black
Ergoguys RTM-083,0.0,Optical,Wired,800.0,Both,Green
Targus AMW06005US,0.0,Optical,Wireless,0.0,Both,Silver / Black
Microsoft Mobile Mouse 1000,0.0,Optical,Wireless,1000.0,Both,Blue
Verbatim 96673,0.0,Laser,Wired,1600.0,Both,Silver / Black
Microsoft Mobile Mouse 4000,0.0,Optical,Wireless,0.0,Both,Blue / Black
Gigabyte GM-KRYPTON,0.0,Laser,Wired,8200.0,Both,Black
SteelSeries Xai Medal of Honor Edition,0.0,Laser,Wired,0.0,Both,Gray / Black
Gigabyte GM-FORCE M9,0.0,Optical,Wireless,2000.0,Right,Black / Green
Gigabyte GM-FORCE M9 ICE,0.0,Laser,Wireless,2000.0,Right,Black
Mionix NAOS 5000,0.0,Laser,Wired,5040.0,Right,Black
SteelSeries 62022,0.0,Optical,Wired,3200.0,Both,Black
A4Tech OP-620,0.0,Laser,Wired,0.0,Both,Black
Fujitsu FPCMO16AP,0.0,Optical,Wired,0.0,Both,Black
A4Tech WUT-13,0.0,Trackball,Wired,0.0,Right,Gray
Mad Catz CCB4370300B2/04/1,0.0,Optical,Wired,3500.0,Right,Black
Mad Catz CCB4370800B1/04/1,0.0,Laser,Wired,6400.0,Right,Black
A4Tech G9-530HX,0.0,Laser,Wireless,2000.0,Both,Gray / Black
Mad Catz CCB437130002/04/1,0.0,Laser,Wired,6400.0,Both,Black
Logitech 910-003152,0.0,Optical,Wired,1000.0,Both,Black
SteelSeries Kana,0.0,Optical,Wired,3200.0,Both,Black / Orange
Verbatim 97264,0.0,Laser,Wireless,1600.0,Both,Red / White
SteelSeries Ikari,0.0,Optical,Wired,0.0,Right,Gray / Black
Rosewill RM-7600,0.0,Optical,Wireless,1600.0,Both,Black / Red
Gear Head OM3400U,9.99,Optical,Wired,400.0,Both,Black
Ergoguys MIBRU-002,0.0,Laser,Wired,3200.0,Right,Black
Razer Orochi Mobile,0.0,Laser,Wireless,2000.0,Both,Black
SteelSeries Sensei,0.0,Laser,Wired,11400.0,Both,Gray
Ergoguys EMO11-BL,32.29,Optical,Wired,1000.0,Right,Black
SteelSeries 62040,0.0,Optical,Wired,3200.0,Both,White / Black
Belkin F5M005q,0.0,Optical,Wired,800.0,Both,Black
SteelSeries 62024,0.0,Optical,Wired,3200.0,Unknown,Orange / Black
SteelSeries 62050,0.0,Optical,Wired,3600.0,Right,Black
SteelSeries Kana,0.0,Optical,Wired,3200.0,Both,White / Black
Gear Head MP1700BLU,0.0,Optical,Wireless,800.0,Both,Blue
SteelSeries 62023,0.0,Optical,Wired,3200.0,Both,Yellow / Black
Mad Catz SM34361100A1/04/1,0.0,Optical,Wired,0.0,Both,White
Cherry MW-2800-5,0.0,Optical,Wired,0.0,Both,Blue
SteelSeries 62020,0.0,Optical,Wired,3200.0,Both,Silver / Black
Gear Head OM4000W-CP10,0.0,Optical,Wireless,0.0,Both,Black / Silver
SteelSeries 62025,0.0,Optical,Wired,3200.0,Both,Red / Black
Gear Head MP1800RED,0.0,Optical,Wireless,800.0,Both,Red
SteelSeries 62041,0.0,Optical,Wired,3200.0,Both,Blue / Black
Microsoft RVF-00030,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft 5CJ-00003,0.0,Optical,Wired,1000.0,Both,Black
Microsoft 5AJ-00006,0.0,Optical,Wired,1000.0,Both,White / Gray
SteelSeries 62016,0.0,Optical,Wired,3200.0,Both,Black
Cherry MW-2800-2,0.0,Optical,Wired,0.0,Both,Black
Microsoft L2 Mobile Mouse 3500 Artist Ho,0.0,Optical,Wireless,0.0,Both,White / Black
Logitech M500,0.0,Laser,Wired,0.0,Right,Black
SteelSeries Sensei RAW,0.0,Laser,Wired,5700.0,Both,Black
Microsoft L2 Mobile Mouse 3500,39.88,Optical,Wireless,0.0,Both,Pink / Black
SteelSeries Sensei Pro MLG Edition,0.0,Laser,Wired,8200.0,Both,Gray / Black
Microsoft L2 Mobile Mouse 3500 Artist McClure,0.0,Optical,Wireless,0.0,Both,Pink / Black
Microsoft L2 Mobile Mouse 3500,49.99,Optical,Wireless,0.0,Both,Blue
Microsoft L2 Mobile Mouse 3500 Artist Lyon,65.34,Optical,Wireless,0.0,Both,Purple / Black
Microsoft L2 Mobile Mouse 3500 Artist Zansky,0.0,Optical,Wireless,0.0,Both,Yellow / Black
Microsoft L2 Mobile Mouse 3500 Artist James,64.42,Optical,Wireless,0.0,Unknown,White / Black
Genius Pen Mouse,0.0,Optical,Wireless,1200.0,Both,Silver / Black
A4Tech v5,0.0,Optical,Wired,3200.0,Both,Black
Microsoft PL2 Wedge Touch Mouse,0.0,Touchpad,Bluetooth Wireless,0.0,Both,Black / Silver
A4Tech v3,0.0,Optical,Wired,3200.0,Right,Black
HP GD527AV,0.0,Optical,Wired,400.0,Both,Black / Silver
A4Tech v7,0.0,Optical,Wired,3200.0,Right,Black
Microsoft L2 Sculpt Touch Mouse,79.0,Optical,Bluetooth Wireless,0.0,Both,Gray / Black
A4Tech G7-100-D,0.0,Optical,Wireless,1000.0,Both,Gray / Black
Toshiba PA3844U-1ETB,0.0,Optical,Wireless,0.0,Both,Black / Gray
Targus AMW58US,0.0,Laser,Bluetooth Wireless,0.0,Both,Black
Microsoft S9J-00009,0.0,Optical,Wired,1000.0,Both,Black
Cooler Master Recon,0.0,Optical,Wired,4000.0,Both,Black
A4Tech G9-110H-2,31.33,Optical,Wireless,0.0,Both,White / Silver
A4Tech G9-110H-1,12.51,Optical,Wireless,0.0,Both,Black
Logitech T620,0.0,Optical,Wireless,0.0,Both,Black
A4Tech G9-370HX-1,14.99,Optical,Wireless,0.0,Both,Black
Microsoft L2 Notebook Mouse 5000,0.0,Laser,Bluetooth Wireless,0.0,Both,Black / Gray
A4Tech G7-310D-2,0.0,Optical,Wireless,2000.0,Both,Black / Silver
Interlink VP6156,0.0,Optical,Bluetooth Wireless,0.0,Both,Gray / Black
Gear Head MP2425PUR,0.0,Optical,Wireless,1000.0,Both,Black / Purple
Gear Head MP2325BLK,0.0,Optical,Wireless,1000.0,Both,Black
A4Tech D-770FX,0.0,Optical,Wired,1600.0,Right,Black
Gear Head MP2125BLU,0.0,Optical,Wireless,1000.0,Both,Black / Blue
Microsoft 2CF-00041,0.0,Optical,Wireless,1000.0,Both,Red
Gyration Air Mouse Mobile,0.0,Laser,Wireless,0.0,Both,Gray / Black
Microsoft PL2 ARC Touch Mouse,119.99,Optical,Wireless,0.0,Both,Black
Microsoft L2 Wireless Mouse 2000,0.0,Optical,Wireless,0.0,Both,Black
A4Tech D-600X,0.0,Optical,Wired,1600.0,Both,Black
A4Tech G11-570HX-1,0.0,Optical,Wireless,2000.0,Right,Black / Silver
Microsoft L2 Mobile Mouse 1000,0.0,Optical,Wireless,0.0,Both,Pink
Microsoft L2 Mobile Mouse 1000,0.0,Optical,Wireless,0.0,Both,Blue
A4Tech D-530-FX2,0.0,Optical,Wired,1600.0,Both,Black / Gray
A4Tech D-500F,0.0,Optical,Wired,1000.0,Both,Black
Logitech 910-002727,14.99,Optical,Wireless,1000.0,Both,Red / White
A4Tech D-530-FX1,0.0,Optical,Wired,1600.0,Both,Gray / Black
Logitech 910-003153,0.0,Optical,Wired,1000.0,Both,Black
A4Tech D-70FX,0.0,Optical,Wired,1600.0,Right,Black
Logitech 910-002708,0.0,Laser,Bluetooth Wireless,1000.0,Both,Black
A4Tech G9-600HX,33.31,Optical,Wireless,0.0,Both,Black
Mad Catz CCB437130002/04/1DUP,0.0,Laser,Wired,6400.0,Right,Black / Orange
A4Tech G10-770H,0.0,Optical,Wireless,2000.0,Right,Black
SteelSeries Kana CounterStrike GO,0.0,Optical,Wired,1600.0,Both,Gray / Silver
A4Tech G9-530HX-2,0.0,Optical,Wireless,0.0,Both,Black / Gray
Cyborg R.A.T.7 Albino,0.0,Laser,Wired,6400.0,Right,White
Verbatim 97786,0.0,Optical,Wireless,0.0,Right,Black / Silver
Verbatim 97783,0.0,Optical,Wireless,0.0,Right,Purple / Black
Verbatim 97785,0.0,Optical,Wireless,0.0,Right,Blue / Black
Microsoft L2 Comfort Mouse 4500,44.99,Optical,Wired,0.0,Both,Silver / Black
Verbatim 97784,0.0,Optical,Wireless,0.0,Right,Red / Black
Kensington K72421AM,32.78,Optical,Wireless,0.0,Right,Blue
Kensington K72422AM,28.07,Optical,Wireless,0.0,Right,Red
Kensington K72423AM,38.2,Optical,Wireless,0.0,Right,Green
Kensington K72424AM,27.39,Optical,Wireless,0.0,Right,Green
Microsoft 4PA-00003,0.0,Optical,Wired,0.0,Both,Silver
Cobra E-3lue,0.0,Optical,Wired,1600.0,Both,Black
Corsair Vengeance M65,0.0,Laser,Wired,8200.0,Right,White
Corsair Vengeance M65,0.0,Laser,Wired,8200.0,Unknown,Green
Corsair Raptor M3,0.0,Optical,Wired,1600.0,Right,Black
Corsair Raptor M4,0.0,Laser,Wired,6000.0,Right,Black
Mad Catz MMO7,0.0,Laser,Wired,6400.0,Right,Black / Red
Mad Catz M.M.O. 7,0.0,Laser,Wired,6400.0,Right,Red
Mad Catz M.M.O.7,0.0,Laser,Wired,6400.0,Right,White
Mad Catz R.A.T. M,0.0,Laser,Bluetooth Wireless,6400.0,Right,Black
Mad Catz R.A.T. M,0.0,Laser,Bluetooth Wireless,6400.0,Right,Red
Mad Catz R.A.T. M,0.0,Laser,Bluetooth Wireless,6400.0,Right,Blue / Silver
Mad Catz R.A.T. M,0.0,Laser,Bluetooth Wireless,6400.0,Right,White
Mad Catz R.A.T. 3,0.0,Optical,Wired,3500.0,Right,Black
Mad Catz R.A.T. 3,0.0,Optical,Wired,3500.0,Right,Red
Mad Catz R.A.T. 3,0.0,Optical,Wired,3500.0,Right,White
Mad Catz R.A.T. 9,0.0,Laser,Wireless,6400.0,Right,Black
Mad Catz R.A.T. 5,0.0,Laser,Wired,5600.0,Right,White
Mad Catz R.A.T. 7,0.0,Laser,Wired,6400.0,Right,Red
Mad Catz R.A.T. 5,0.0,Laser,Wired,5600.0,Right,Black / Red
Mad Catz R.A.T. 5,0.0,Laser,Wired,5600.0,Right,Black
Mad Catz R.A.T. 5,0.0,Laser,Wired,5600.0,Right,Red
Mad Catz R.A.T. 9,0.0,Laser,Wireless,6400.0,Right,White
Mad Catz R.A.T. 7,0.0,Laser,Wired,6400.0,Right,Black / Red
Mad Catz R.A.T. 7,0.0,Laser,Wired,6400.0,Right,White
Mad Catz R.A.T. 9,0.0,Laser,Wireless,6400.0,Right,Black
Mad Catz R.A.T. 9,0.0,Laser,Wireless,6400.0,Right,Red
Logitech G100s,0.0,Optical,Wired,2500.0,Both,Black
A4Tech D-810FX,0.0,Optical,Wired,1600.0,Right,Black
A4Tech G10-730H,0.0,Optical,Wireless,2000.0,Right,Black
AZIO Levetron,0.0,Optical,Wired,2000.0,Right,Black
AZIO Levetron,0.0,Laser,Wired,5000.0,Right,Black / Red
Adesso iMouse M20,0.0,Laser,Wireless,1500.0,Right,Black
Adesso IMOUSE S30,25.28,Optical,Wireless,1000.0,Both,Black
Asus GX810,0.0,Laser,Wireless,3200.0,Both,Black
Asus WT460,0.0,Optical,Wireless,1600.0,Right,Blue
Asus GX850,0.0,Laser,Wired,5000.0,Right,Black
Asus GX1000 Eagle Eye,0.0,Laser,Wired,8200.0,Right,Black / Silver
Asus GX950,0.0,Laser,Wired,8200.0,Right,Black
Razer 879862006228,0.0,Optical,Wired,6400.0,Both,Black / Yellow
Razer Lachesis Phantom (White),0.0,Laser,Wired,4000.0,Both,Black / White
Razer RZ01-00220100-R3K1,0.0,Laser,Wired,1800.0,Both,Black / White
Razer Spectre StarCraft II Heart of the Swarm,0.0,Laser,Wired,5600.0,Both,Silver
Razer Naga Hex League of Legends Edition,0.0,Laser,Wired,5600.0,Right,Black
Razer Orochi 2013,0.0,Laser,Bluetooth Wireless,6400.0,Both,Black
Logitech MX310,0.0,Optical,Wired,800.0,Both,Silver / Black
Logitech G100 Glossy,0.0,Optical,Wired,2500.0,Both,Black
Logitech 910-003409,0.0,Laser,Wired,1000.0,Right,Black
Gigabyte GM-FORCE M7 THOR,0.0,Laser,Wired,6000.0,Right,Black
Gigabyte Aivia Neon,0.0,Laser,Wireless,1200.0,Right,Black
Mad Catz M.O.U.S. 9,0.0,Laser,Bluetooth Wireless,0.0,Right,White
Mad Catz M.O.U.S. 9,0.0,Laser,Bluetooth Wireless,0.0,Right,Black / Gray
Mad Catz M.O.U.S. 9,0.0,Laser,Bluetooth Wireless,0.0,Right,Red
Mad Catz M.O.U.S. 9,0.0,Laser,Bluetooth Wireless,0.0,Right,Black / Red
Cobra 6958012201301,0.0,Optical,Wired,1600.0,Right,Black / Blue
Cobra TARRASQUE GLARE,0.0,Optical,Wired,3600.0,Right,Multicolor
Cobra AZZOR,0.0,Optical,Wired,1600.0,Right,Black / Blue
Cobra 9897005950239,0.0,Optical,Wired,1600.0,Right,Black / Blue
Cobra 9897005984104,0.0,Optical,Wired,1600.0,Right,Black / Blue
Cobra Mazer,0.0,Optical,Wired,2500.0,Right,Black / Blue
Cobra Horizon,0.0,Optical,Wireless,1750.0,Both,Multicolor
Cobra cobra II,42.0,Optical,Wired,1600.0,Right,Multicolor
Cobra Horizon,0.0,Optical,Wireless,1750.0,Both,Multicolor
Cobra Horizon,0.0,Optical,Wireless,1750.0,Both,Black / Blue
Cobra cobra II,0.0,Optical,Wired,1600.0,Right,Multicolor
Gear Head LM6000U-CP10,0.0,Laser,Wired,1600.0,Both,Black
Gear Head MP1550RU,12.99,Optical,Wired,800.0,Both,Black / Silver
Gear Head MP2120RED,0.0,Laser,Wireless,0.0,Both,Red / Black
Gear Head MP2225RED,0.0,Optical,Wireless,1000.0,Both,Red / Black
Gear Head MP2650BLU-CP10,0.0,Optical,Wireless,1600.0,Right,Black / Blue
Gear Head MP2750RED-CP10,0.0,Optical,Wireless,0.0,Right,Black / Red
Gear Head MP2950PUR-CP10,0.0,Optical,Wireless,0.0,Right,Black / Purple
Gear Head MP3500WT,0.0,Optical,Wireless,0.0,Both,Black
Gear Head MP3750MAC,0.0,Optical,Wireless,1000.0,Both,Black / Silver
Gear Head MPT3100BLU-CP10,0.0,Optical,Wireless,0.0,Right,Black / Blue
Gear Head MPT3200RED-CP10,0.0,Optical,Wireless,0.0,Right,Black / Red
Gear Head MPT3300BLK-CP10,0.0,Optical,Wireless,0.0,Right,Black
Gear Head OM3000U,0.0,Optical,Wired,800.0,Both,Black / Silver
Genius Maurus,0.0,Optical,Wired,3500.0,Right,Black
Genius DeathTaker,0.0,Laser,Wired,5700.0,Right,Black / Silver
Genius Gila,0.0,Optical,Wired,8200.0,Right,Black / Red
Genius 31030042109,0.0,Laser,Wireless,1200.0,Both,Black
Genius Traveler 900S,0.0,Optical,Wireless,1200.0,Both,Gray
Genius Wireless Comfortable Pen Mouse,0.0,Optical,Wireless,1200.0,Both,Black / Silver
Genius Ergo 9000,0.0,Optical,Wireless,1200.0,Right,Black / Silver
Genius Ergo 9000,0.0,Laser,Wireless,1200.0,Right,White / Black
Genius Traveler 6000X,0.0,Optical,Wireless,1200.0,Both,Black
Genius Traveler 9010LS,0.0,Laser,Wireless,1600.0,Both,Black
Genius NX-ECO,0.0,Optical,Wireless,1600.0,Both,Black
